year,lgid,tmid,oppid,w,l,t,otl
1988,NHL,NYI,WIN,2,1,0.0,
1998,NHL,TBL,DET,0,2,0.0,
2000,NHL,OTT,EDM,0,2,0.0,0
1973,NHL,CLF,NYR,0,5,0.0,
2002,NHL,CBS,DET,0,4,1.0,0
1990,NHL,TOR,EDM,1,2,0.0,
2000,NHL,VAN,CBS,3,0,1.0,0
2006,NHL,TBL,DAL,0,0,,1
2000,NHL,CHI,CAL,1,3,0.0,0
1975,NHL,LAK,MTL,2,3,1.0,
1909,NHA,MOW,REN,2,0,0.0,
1978,NHL,CHI,ATF,1,2,2.0,
2010,NHL,COL,CHI,3,1,,0
2008,NHL,VAN,PHO,2,2,,0
1979,NHL,COR,HAR,1,2,1.0,
1969,NHL,PIT,NYR,1,4,1.0,
1998,NHL,NAS,BUF,1,1,0.0,
1973,NHL,NYR,VAN,4,1,1.0,
1958,NHL,DET,NYR,6,7,1.0,
1987,NHL,EDM,STL,3,0,0.0,
1982,NHL,CAL,WAS,1,2,0.0,
1997,NHL,SJS,DAL,2,2,0.0,
1988,NHL,MNS,BUF,1,0,2.0,
2000,NHL,NYI,STL,1,0,0.0,0
1986,NHL,WIN,LAK,5,3,0.0,
2000,NHL,NYR,STL,0,1,0.0,0
1980,NHL,STL,CAL,2,2,0.0,
1935,NHL,TOR,NYR,3,1,2.0,
2002,NHL,MTL,BUF,1,3,0.0,1
1916,NHA,QU1,OT1,2,2,0.0,
1989,NHL,TOR,NYI,0,3,0.0,
1994,NHL,STL,ANA,4,0,0.0,
2001,NHL,OTT,NYR,1,2,1.0,0
1993,NHL,PHI,DET,0,2,0.0,
2007,NHL,FLO,WAS,4,4,,0
2001,NHL,MIN,NYR,0,1,0.0,1
1998,NHL,NYI,NYR,0,5,0.0,
2007,NHL,NYI,BUF,2,2,,0
2008,NHL,CBS,BUF,1,0,,0
1993,NHL,WAS,ANA,2,0,0.0,
1987,NHL,EDM,CAL,3,4,1.0,
2007,NHL,NJD,OTT,2,2,,0
1982,NHL,MTL,LAK,2,1,0.0,
2009,NHL,CHI,SJS,3,1,,0
1989,NHL,CHI,EDM,2,1,0.0,
1927,NHL,OTS,DTC,3,0,1.0,
1995,NHL,STL,TBL,2,0,0.0,
1983,NHL,BUF,BOS,4,4,0.0,
1997,NHL,CHI,PIT,1,0,1.0,
1974,NHL,STL,ATF,3,2,0.0,
2010,NHL,NAS,MIN,3,1,,0
1997,NHL,CHI,STL,3,3,0.0,
2003,NHL,OTT,STL,1,0,0.0,0
1982,NHL,NYI,DET,0,2,1.0,
1983,NHL,QUE,VAN,1,2,0.0,
1982,NHL,QUE,VAN,0,3,0.0,
1995,NHL,TOR,STL,4,1,1.0,
2011,NHL,SJS,PIT,1,0,,0
1948,NHL,NYR,CHI,5,6,1.0,
1936,NHL,BOS,NYR,3,2,3.0,
1989,NHL,NJD,PHI,4,2,1.0,
1999,NHL,NAS,MTL,1,0,0.0,0
2010,NHL,OTT,DAL,0,1,,0
1983,NHL,PHI,HAR,1,2,0.0,
1993,NHL,WIN,NJD,0,2,0.0,
1983,NHL,WIN,NYR,1,2,0.0,
1950,NHL,CHI,BOS,4,9,1.0,
1995,NHL,MTL,WIN,2,0,0.0,
1976,NHL,BUF,NYR,4,0,0.0,
1977,NHL,NYI,MNS,4,1,0.0,
1981,NHL,STL,MTL,0,2,1.0,
1964,NHL,MTL,DET,4,8,2.0,
1988,NHL,NJD,STL,2,1,0.0,
2008,NHL,COL,BOS,0,1,,0
2006,NHL,TBL,NYR,2,2,,0
1996,NHL,TOR,CAL,2,2,0.0,
2002,NHL,LAK,COL,1,3,0.0,0
1980,NHL,MNS,LAK,0,4,0.0,
1972,NHL,NYR,MTL,0,3,2.0,
1983,NHL,CAL,LAK,4,3,1.0,
2002,NHL,ATL,DAL,0,1,0.0,1
1972,WHA,LAS,PHB,2,4,0.0,
2005,NHL,PHI,STL,1,0,,0
2003,NHL,STL,ATL,0,0,1.0,0
1975,NHL,PHI,TOR,3,0,1.0,
1979,NHL,MNS,MTL,1,3,0.0,
1997,NHL,ANA,FLO,1,0,1.0,
1998,NHL,CAR,VAN,1,1,0.0,
1992,NHL,EDM,PHI,0,1,1.0,
1997,NHL,BUF,NYR,3,0,1.0,
2011,NHL,PHO,BUF,1,0,,0
2001,NHL,TBL,NJD,3,0,1.0,0
1984,NHL,TOR,BOS,1,2,0.0,
1987,NHL,NJD,CAL,1,2,0.0,
1982,NHL,NJD,LAK,1,2,0.0,
1973,NHL,BOS,PHI,3,1,1.0,
2009,NHL,EDM,BOS,0,1,,0
2006,NHL,CBS,CAL,2,2,,0
1976,NHL,LAK,BOS,2,2,1.0,
2007,NHL,CBS,DAL,1,1,,2
2007,NHL,FLO,CBS,1,0,,0
2011,NHL,FLO,TOR,4,0,,0
2003,NHL,BOS,NJD,2,1,1.0,0
1999,NHL,DET,TBL,1,1,0.0,0
1974,NHL,BOS,TOR,1,2,3.0,
2001,NHL,CAR,NYI,1,1,0.0,2
2001,NHL,STL,SJS,3,1,0.0,0
2011,NHL,PHO,NYI,1,0,,0
1974,WHA,TOT,CLC,4,2,0.0,
1990,NHL,MTL,WIN,2,1,0.0,
1980,NHL,EDM,QUE,1,3,0.0,
2011,NHL,SJS,CBS,3,1,,0
1930,NHL,TOR,DTF,1,2,1.0,
1981,NHL,WAS,WIN,2,1,0.0,
1984,NHL,BUF,PIT,2,0,1.0,
1991,NHL,CHI,BOS,2,1,0.0,
1991,NHL,NYI,BUF,2,1,0.0,
2000,NHL,DAL,DET,1,3,0.0,0
2009,NHL,BUF,CHI,1,0,,0
2000,NHL,TOR,NJD,1,1,1.0,0
1981,NHL,CHI,STL,2,4,1.0,
1977,NHL,TOR,PIT,2,3,0.0,
2000,NHL,OTT,BUF,1,3,0.0,1
2000,NHL,FLO,ANA,0,0,0.0,1
1981,NHL,WAS,BUF,0,3,0.0,
1977,NHL,LAK,PHI,0,3,1.0,
1996,NHL,DAL,NYR,1,1,0.0,
1996,NHL,BOS,NYI,1,3,0.0,
1921,NHL,MTL,OTS,1,6,1.0,
2009,NHL,PIT,MTL,3,1,,0
1987,NHL,PIT,NYI,4,2,1.0,
2005,NHL,CAL,SJS,3,0,,1
1916,NHA,TBS,OT1,1,2,0.0,
2001,NHL,NYI,STL,1,0,0.0,0
1984,NHL,LAK,CHI,0,2,1.0,
1961,NHL,TOR,DET,9,3,2.0,
2011,NHL,CHI,BUF,1,0,,0
2006,NHL,NJD,CHI,1,0,,0
1990,NHL,MTL,WAS,3,0,0.0,
1990,NHL,CHI,NYR,3,0,0.0,
2008,NHL,OTT,WAS,2,2,,0
2003,NHL,MIN,OTT,1,0,0.0,0
2001,NHL,EDM,WAS,1,1,0.0,0
2007,NHL,NYR,NJD,7,0,,1
1977,NHL,MTL,STL,4,0,0.0,
1955,NHL,BOS,CHI,3,8,3.0,
2000,NHL,WAS,PHO,0,0,1.0,0
1998,NHL,NYI,ANA,0,0,2.0,
2005,NHL,DAL,STL,3,0,,1
2010,NHL,OTT,LAK,1,0,,0
1968,NHL,CHI,DET,3,4,1.0,
1996,NHL,SJS,NYR,0,2,0.0,
1995,NHL,CAL,PIT,1,1,0.0,
1979,NHL,WAS,LAK,3,1,0.0,
1993,NHL,NYR,TOR,2,0,0.0,
1974,WHA,IND,QUN,1,5,0.0,
2008,NHL,BOS,PHO,0,1,,0
2006,NHL,BUF,CAR,4,0,,0
2005,NHL,CHI,CAL,2,2,,0
1985,NHL,BUF,MNS,2,1,0.0,
1952,NHL,MTL,CHI,7,3,4.0,
2000,NHL,LAK,ATL,1,0,0.0,1
1991,NHL,WAS,BOS,1,1,1.0,
1994,NHL,OTT,PHI,2,1,0.0,
1955,NHL,DET,BOS,8,3,3.0,
2011,NHL,BOS,FLO,2,2,,0
1999,NHL,BUF,TOR,2,2,0.0,1
1984,NHL,EDM,WAS,1,0,2.0,
1989,NHL,NYI,NJD,1,4,2.0,
1977,NHL,ATF,CHI,1,2,2.0,
1993,NHL,BOS,BUF,1,3,1.0,
2003,NHL,FLO,NYR,1,2,1.0,0
1964,NHL,CHI,TOR,4,8,2.0,
2010,NHL,FLO,BOS,0,3,,1
1915,NHA,MOW,TBS,3,3,0.0,
1939,NHL,NYA,BOS,1,7,0.0,
1994,NHL,TOR,DET,1,3,0.0,
2007,NHL,TBL,CBS,0,1,,0
2005,NHL,WAS,OTT,1,3,,0
1973,WHA,TOT,HOU,4,2,0.0,
1910,NHA,QU1,OT1,0,4,0.0,
2006,NHL,MIN,CAR,1,0,,0
2007,NHL,BOS,AND,0,1,,0
1973,WHA,LAS,MFS,2,6,0.0,
1997,NHL,PHI,TBL,5,0,1.0,
1978,NHL,NYR,BUF,2,1,1.0,
1979,NHL,WAS,BUF,0,4,0.0,
1979,NHL,EDM,MNS,1,1,2.0,
2009,NHL,CBS,MIN,2,2,,0
2009,NHL,LAK,AND,4,1,,1
1987,NHL,BUF,CHI,2,1,0.0,
2011,NHL,NAS,CHI,4,1,,1
1936,NHL,TOR,NYA,5,3,0.0,
1993,NHL,LAK,CAL,3,3,1.0,
1974,WHA,NEW,CHC,4,2,0.0,
2003,NHL,CHI,ANA,1,2,1.0,0
2007,NHL,COL,CAR,1,0,,0
2005,NHL,EDM,SJS,3,1,,0
1998,NHL,FLO,SJS,0,1,1.0,
2010,NHL,DAL,BOS,0,1,,0
1974,WHA,MFS,CLC,5,1,0.0,
1988,NHL,BUF,PHI,1,2,0.0,
1987,NHL,VAN,NYR,1,2,0.0,
