year,lgid,tmid,oppid,w,l,t,otl
1988,NHL,BOS,NYR,1,0,2.0,
1981,NHL,LAK,NYI,2,1,0.0,
1963,NHL,CHI,TOR,7,5,2.0,
2011,NHL,COL,PIT,0,2,,0
2010,NHL,STL,PHI,1,0,,0
1987,NHL,CHI,VAN,2,1,0.0,
1996,NHL,BUF,NYI,3,1,0.0,
1969,NHL,OAK,STL,2,4,2.0,
1977,WHA,CZE,CIN,0,0,1.0,
2002,NHL,CHI,COL,0,3,0.0,1
1975,NHL,MTL,DET,5,0,1.0,
1926,NHL,OTS,PIP,3,1,0.0,
1997,NHL,TBL,PHO,1,1,0.0,
1991,NHL,NYI,STL,0,2,1.0,
2002,NHL,CAL,TOR,1,2,0.0,0
1979,NHL,CHI,HAR,1,1,2.0,
2000,NHL,NAS,CHI,2,3,0.0,0
1989,NHL,NJD,BOS,1,1,1.0,
1990,NHL,NYR,LAK,3,0,0.0,
2002,NHL,CHI,DAL,0,3,0.0,1
1909,NHA,LES,MOW,0,2,0.0,
1991,NHL,NJD,HAR,3,0,0.0,
1998,NHL,LAK,ANA,1,5,0.0,
1983,NHL,VAN,LAK,3,4,1.0,
1989,NHL,WAS,WIN,0,3,0.0,
2000,NHL,TBL,MIN,0,2,0.0,0
1982,NHL,NYI,LAK,3,0,0.0,
1985,NHL,HAR,BUF,6,2,0.0,
1998,NHL,TBL,LAK,2,0,0.0,
1974,WHA,CHC,CLC,4,2,0.0,
1988,NHL,CAL,PIT,2,1,0.0,
2003,NHL,DET,DAL,3,0,1.0,0
1996,NHL,SJS,COL,3,2,0.0,
1967,NHL,CHI,DET,4,3,3.0,
1974,NHL,NYR,LAK,1,1,2.0,
1974,NHL,DET,TOR,1,3,1.0,
2009,NHL,TOR,LAK,0,1,,0
1985,NHL,MNS,DET,6,1,1.0,
2006,NHL,CBS,PHI,0,1,,0
1997,NHL,CAR,LAK,1,0,1.0,
2001,NHL,CHI,FLO,2,0,0.0,0
2011,NHL,COL,CAL,2,4,,0
2010,NHL,DET,BOS,2,0,,0
1923,WCHL,REG,SAC,3,3,0.0,
1986,NHL,VAN,WIN,3,5,0.0,
2003,NHL,CAR,CHI,1,0,0.0,0
2011,NHL,VAN,CAL,3,2,,1
1993,NHL,WIN,TOR,1,4,1.0,
1936,NHL,NYA,NYR,2,4,0.0,
1977,NHL,TOR,PHI,3,1,0.0,
1977,NHL,PIT,MNS,2,2,0.0,
1976,NHL,WAS,BOS,0,4,1.0,
2009,NHL,BOS,NJD,1,2,,1
1997,NHL,CAR,CAL,1,0,1.0,
2002,NHL,MIN,BOS,1,0,0.0,0
2006,NHL,MTL,COL,1,0,,0
2010,NHL,MIN,TOR,0,1,,0
2001,NHL,NJD,VAN,0,1,0.0,1
1972,WHA,PHB,CHC,3,3,0.0,
1998,NHL,COL,SJS,3,1,0.0,
1981,NHL,DET,WIN,2,3,2.0,
1987,NHL,DET,HAR,1,2,0.0,
2001,NHL,BOS,MTL,3,2,0.0,0
1969,NHL,MTL,MNS,2,2,2.0,
2011,NHL,PHI,SJS,0,1,,0
1984,NHL,BUF,EDM,0,2,1.0,
1974,NHL,TOR,ATF,1,3,0.0,
1985,NHL,BOS,QUE,1,5,2.0,
2011,NHL,DET,OTT,1,0,,0
1973,WHA,MFS,CLC,4,3,1.0,
1990,NHL,MNS,EDM,2,0,1.0,
1991,NHL,WIN,DET,2,0,1.0,
1991,NHL,CHI,MNS,4,3,1.0,
1995,NHL,CAL,WIN,0,4,0.0,
1962,NHL,MTL,CHI,4,3,7.0,
2011,NHL,CBS,PIT,0,1,,0
2005,NHL,NYR,OTT,1,3,,0
1979,NHL,HAR,BOS,1,2,1.0,
1992,NHL,PHI,LAK,1,1,0.0,
2001,NHL,TBL,MTL,1,2,1.0,0
2002,NHL,NAS,CHI,1,3,1.0,0
1981,NHL,LAK,DET,2,1,0.0,
1983,NHL,VAN,NYI,0,3,0.0,
2009,NHL,NYI,TOR,3,1,,0
1987,NHL,BUF,NJD,2,0,1.0,
1999,NHL,DAL,TBL,1,1,0.0,0
1975,NHL,LAK,PIT,1,5,0.0,
1978,NHL,PIT,MNS,3,1,0.0,
2002,NHL,ANA,DET,1,2,0.0,1
2010,NHL,BOS,EDM,1,0,,0
1993,NHL,LAK,FLO,0,1,1.0,
