yearid,lgid,teamid,franchid,divid,rank,g,ghome,w,l,divwin,wcwin,lgwin,wswin,r,ab,h,2b,3b,hr,bb,so,sb,cs,hbp,sf,ra,er,era,cg,sho,sv,ipouts,ha,hra,bba,soa,e,dp,fp,name,park,attendance,bpf,ppf,teamidbr,teamidlahman45,teamidretro
2006,NL,SLN,STL,C,1,161,80.0,83,78,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",781,5522,1484,292,27,184,531,922.0,59.0,32.0,61.0,40.0,762,721,4,6,9,38,4289,1475,193,504,970,98,170.0,0,Сент-Луис Кардиналс,Буш-стадион III,3407104.0,99,99,STL,SLN,SLN
1993,NL,LAN,LAD,W,4,162,81.0,81,81,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",675,5588,1458,234,28,130,492,937.0,126.0,61.0,,,662,572,3,17,9,36,4416,1406,103,567,1043,132,141.0,0,Лос-Анджелес Доджерс,"Стадион ""Ледер""",3170393.0,95,95,LAD,LAN,LAN
1976,AL,CAL,ANA,W,4,162,81.0,76,86,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",550,5385,1265,210,23,63,534,812.0,126.0,80.0,,,631,551,3,64,15,17,4431,1323,95,553,992,150,139.0,0,Калифорнийские ангелы,Анахайм Арена,1006774.0,93,94,CAL,CAL,CAL
1999,NL,HOU,HOU,C,1,162,82.0,97,65,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",823,5485,1463,293,23,168,728,1138.0,166.0,75.0,,,675,622,3,12,8,48,4375,1485,128,478,1204,106,168.0,0,Хьюстон Астрос,Астродом,2706017.0,100,98,HOU,HOU,HOU
1942,NL,CIN,CIN,,4,154,77.0,76,76,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",527,5260,1216,198,39,66,483,549.0,42.0,,,,545,442,2,80,12,8,4233,1213,47,526,616,175,158.0,0,"""Цинциннати Редс""",Кроссли Филд,427031.0,100,99,CIN,CIN,CIN
1903,AL,WS1,MIN,,8,140,71.0,43,94,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",437,4613,1066,172,72,17,257,463.0,131.0,,,,691,519,3,122,6,3,3669,1333,38,306,452,262,86.0,0,Вашингтонские сенаторы,Американский парк лиги I,128878.0,102,105,WSH,WS1,WS1
1890,PL,PHP,PHQ,,5,132,,68,63,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,941,4855,1348,187,113,49,431,321.0,203.0,,,,855,519,4,118,4,2,3462,1292,33,495,361,510,,0,Филадельфийские Атлетики,,,103,101,PHQ,PHP,PHP
1965,NL,LAN,LAD,,1,162,81.0,97,65,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",608,5425,1329,193,32,78,492,891.0,172.0,77.0,,,521,461,2,58,23,34,4428,1223,127,425,1079,134,135.0,0,Лос-Анджелес Доджерс,"Стадион ""Ледер""",2553577.0,93,92,LAD,LAN,LAN
1980,NL,SLN,STL,E,4,162,81.0,74,88,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",738,5608,1541,300,49,101,451,781.0,117.0,54.0,,,710,632,3,34,9,27,4341,1454,90,495,664,122,174.0,0,Сент-Луис Кардиналс,Буш-стадиум II,1385147.0,104,103,STL,SLN,SLN
1925,AL,CLE,CLE,,6,155,77.0,70,84,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",782,5436,1613,285,58,52,520,379.0,90.0,77.0,,,817,684,4,93,6,9,4116,1604,41,493,345,212,146.0,0,Кливленд Индианс,Лига Парк II,419005.0,101,101,CLE,CLE,CLE
1921,AL,NYA,NYY,,1,153,78.0,98,55,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",948,5249,1576,285,87,134,588,569.0,89.0,64.0,,,708,579,3,92,8,15,4092,1461,51,470,481,220,138.0,0,Нью-Йорк Янкиз,Поле Пло,1230696.0,102,98,NYY,NYA,NYA
1966,NL,LAN,LAD,,1,162,81.0,95,67,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",606,5471,1399,201,27,108,430,830.0,94.0,64.0,,,490,424,2,52,20,35,4374,1287,84,356,1084,133,128.0,0,Лос-Анджелес Доджерс,"Стадион ""Ледер""",2617029.0,92,91,LAD,LAN,LAN
1889,NL,PHI,PHI,,4,130,,63,64,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",742,4695,1248,215,52,44,393,353.0,269.0,,,,748,512,4,106,4,2,3459,1288,33,428,443,466,,0,Филадельфийские Друзья,Филадельфийские бейсбольные площадки,,109,108,PHI,PHI,PHI
1962,NL,LAN,LAD,,2,165,83.0,102,63,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",842,5628,1510,192,65,140,572,886.0,198.0,43.0,,,697,599,3,44,8,46,4464,1386,115,588,1104,191,144.0,0,Лос-Анджелес Доджерс,"Стадион ""Ледер""",2755184.0,93,91,LAD,LAN,LAN
2004,AL,KCA,KCR,C,5,162,80.0,58,104,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",720,5538,1432,261,29,150,461,1057.0,67.0,48.0,76.0,38.0,905,813,5,6,3,25,4261,1638,208,518,887,131,169.0,0,Канзас-Сити Ройалс,Стадион Кофман,1661478.0,102,103,KCR,KCA,KCA
1986,NL,PIT,PIT,E,6,162,81.0,64,98,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",663,5456,1366,273,33,111,569,929.0,152.0,84.0,,,700,628,3,17,9,30,4350,1397,138,570,924,142,134.0,0,Питтсбург Пэйрэтс,Стадион «Трех рек»,1000917.0,102,103,PIT,PIT,PIT
1896,NL,BLN,BLO,,1,132,,90,39,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",,995,4719,1548,207,100,23,386,201.0,441.0,,,,662,476,3,115,9,1,3504,1281,22,339,302,296,,0,Балтимор Ориолс,Объединенный парк,249448.0,102,98,BLN,BLN,BLN
1926,AL,DET,DET,,6,157,81.0,79,75,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",793,5315,1547,281,90,36,599,423.0,88.0,72.0,,,830,683,4,57,10,18,4182,1570,58,555,469,197,151.0,0,Детройт Тайгерс,Навин Файлд,711914.0,101,100,DET,DET,DET
1997,NL,MON,WSN,E,4,162,81.0,78,84,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",691,5526,1423,339,34,172,420,1084.0,75.0,46.0,,,740,666,4,27,14,37,4341,1365,149,557,1138,131,150.0,0,Монреаль Экспоз,"Стадион ""Олимпи""",1497609.0,99,99,MON,MON,MON
1976,NL,SDN,SDP,W,5,162,80.0,73,89,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",570,5369,1327,216,37,64,488,716.0,92.0,46.0,,,662,581,3,47,11,18,4296,1368,87,543,652,141,148.0,0,Сан-Диего Падрес,Стадион Джека Мёрфи,1458478.0,92,94,SDP,SDN,SDN
1992,AL,SEA,SEA,W,7,162,81.0,64,98,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",679,5564,1466,278,24,149,474,841.0,100.0,55.0,,,799,731,4,21,9,30,4335,1467,129,661,894,112,170.0,0,Сиэтл Маринерс,Королевство,1651367.0,100,100,SEA,SEA,SEA
2007,AL,BOS,BOS,E,1,162,,96,66,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",867,5589,1561,352,35,166,689,1042.0,96.0,24.0,64.0,54.0,657,618,3,5,13,45,4316,1350,151,482,1149,81,145.0,0,Бостон Ред Сокс,Фенвей-парк II,2970755.0,106,105,BOS,BOS,BOS
2007,NL,SDN,SDP,W,3,163,,89,74,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",741,5612,1408,322,31,171,557,1229.0,55.0,24.0,49.0,44.0,666,611,3,1,20,45,4454,1406,119,474,1136,92,147.0,0,Сан-Диего Падрес,Парк Петко,2790074.0,90,90,SDP,SDN,SDN
1891,AA,WS9,WAS,,9,139,,44,91,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,691,4715,1183,147,84,19,468,485.0,219.0,,,,1067,634,4,123,2,2,3543,1420,44,566,486,589,,0,Вашингтон Стейтменс,Граничное поле,,95,100,WAS,WS9,WS9
1913,NL,CHN,CHC,,3,155,76.0,88,65,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",720,5022,1289,195,96,59,554,634.0,181.0,,,,630,477,3,89,12,15,4116,1330,39,478,556,260,106.0,0,Чикаго Кабс,Западный парк II,419000.0,100,99,CHC,CHN,CHN
1978,AL,MIN,MIN,W,4,162,81.0,73,89,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",666,5522,1472,259,47,82,604,684.0,99.0,56.0,,,678,598,3,48,9,26,4377,1468,102,520,703,146,171.0,0,Миннесота Докс,"Стадион ""Метрополитен""",787878.0,102,102,MIN,MIN,MIN
1991,NL,ATL,ATL,W,1,162,81.0,94,68,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",749,5456,1407,255,30,141,563,906.0,165.0,76.0,,,644,563,3,18,7,48,4356,1304,118,481,969,138,122.0,0,Атланта Брейвз,Аटलанта-Фултон Каунти Стадиум,2140217.0,106,106,ATL,ATL,ATL
1977,AL,BOS,BOS,E,2,161,80.0,97,64,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",859,5510,1551,258,56,213,528,905.0,66.0,47.0,,,712,652,4,40,13,40,4284,1555,158,378,758,132,162.0,0,Бостон Ред Сокс,Фенвей-парк II,2074549.0,113,112,BOS,BOS,BOS
1960,AL,CHA,CHW,,3,154,77.0,87,67,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",741,5191,1402,242,38,112,567,648.0,122.0,48.0,,,617,552,3,42,11,26,4143,1338,127,533,695,109,175.0,0,Чикаго Уайт Сокс,Комиски-Парк,1644460.0,100,98,CHW,CHA,CHA
1984,AL,DET,DET,E,1,162,82.0,104,58,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",829,5644,1529,254,46,187,602,941.0,106.0,68.0,,,643,568,3,19,8,51,4392,1358,130,489,914,124,162.0,0,Детройт Тайгерс,Стадион Тигров,2704794.0,100,98,DET,DET,DET
2011,NL,HOU,HOU,C,6,162,,56,106,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",615,5598,1442,309,28,95,401,1164.0,118.0,33.0,46.0,37.0,796,719,4,2,6,25,4305,1477,188,560,1191,116,139.0,0,Хьюстон Астрос,Парк Минут Мед,2067016.0,102,104,HOU,HOU,HOU
2003,NL,CIN,CIN,C,5,162,81.0,69,93,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",694,5509,1349,239,21,182,524,1326.0,80.0,34.0,79.0,32.0,886,818,5,4,5,38,4339,1578,209,590,932,141,152.0,0,"""Цинциннати Редс""",Великий американский бейсбольный парк,2355259.0,95,96,CIN,CIN,CIN
1908,AL,CLE,CLE,,2,157,78.0,90,64,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",568,5108,1221,188,58,18,364,,177.0,,,,457,320,2,108,18,5,4272,1172,16,328,548,257,95.0,0,Кливлендские дневники,Лига Парк I,422262.0,101,100,CLE,CLE,CLE
2001,AL,BOS,BOS,E,2,161,81.0,82,79,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",772,5605,1493,316,29,198,520,1131.0,46.0,35.0,70.0,41.0,745,667,4,3,9,48,4344,1412,146,544,1259,113,129.0,0,Бостон Ред Сокс,Фенвей-парк II,2625333.0,102,101,BOS,BOS,BOS
1899,NL,PHI,PHI,,3,154,,94,58,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,916,5353,1613,241,83,31,441,341.0,212.0,,,,743,514,3,129,15,2,3999,1398,17,370,281,379,,0,Филадельфийские Филлис,Бакер-боул,388933.0,97,96,PHI,PHI,PHI
1875,NA,PH1,PNA,,2,77,,53,20,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,699,3245,940,126,61,10,40,0.0,,,,,402,161,2,75,6,0,2061,775,4,40,0,418,,0,Филадельфийские Атлетики,Улица Джефферсона-Стрит Гроундс,,107,106,ATH,PH1,PH1
1969,AL,SE1,MIL,W,6,163,82.0,64,98,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",639,5444,1276,179,27,125,626,1015.0,167.0,59.0,,,799,707,4,21,6,33,4389,1490,172,653,963,167,149.0,0,Сиэтл Пайотс,Стадион Сикс-Фэс,677944.0,97,100,SEP,SE1,SE1
1960,NL,PIT,PIT,,1,155,78.0,95,59,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",734,5406,1493,236,56,120,486,747.0,34.0,24.0,,,593,543,3,47,11,33,4197,1363,105,386,811,128,163.0,0,Питтсбург Пэйрэтс,Форбс-филд,1705828.0,101,100,PIT,PIT,PIT
2008,AL,SEA,SEA,W,4,162,,61,101,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",671,5643,1498,285,20,124,417,890.0,90.0,32.0,38.0,42.0,811,754,4,4,4,36,4306,1544,161,626,1016,99,159.0,0,Сиэтл Маринерс,"Стадион ""Сафеко Филд""",2329702.0,97,97,SEA,SEA,SEA
1912,AL,BOS,BOS,,1,154,78.0,105,47,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",799,5071,1404,269,84,29,565,,185.0,,,,544,418,2,108,18,6,4086,1243,18,385,712,266,88.0,0,Бостон Ред Сокс,Фенвей-Парк I,597096.0,105,102,BOS,BOS,BOS
1996,AL,CLE,CLE,C,1,161,80.0,99,62,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",952,5681,1665,335,23,218,671,844.0,160.0,50.0,,,769,702,4,13,9,46,4356,1530,173,484,1033,124,156.0,0,Кливленд Индианс,Якобс-филд,3318174.0,99,98,CLE,CLE,CLE
1894,NL,PIT,PIT,,7,132,,65,65,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,955,4676,1458,222,124,48,434,208.0,256.0,,,,972,724,5,106,2,0,3492,1552,39,457,304,354,,0,Питтсбург Пэйрэтс,Экспозиционный парк,159000.0,99,98,PIT,PIT,PIT
1916,AL,DET,DET,,3,155,77.0,87,67,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",670,5193,1371,202,96,17,545,529.0,190.0,,,,595,465,2,81,8,13,4230,1254,12,578,531,211,110.0,0,Детройт Тайгерс,Навин Файлд,616772.0,104,101,DET,DET,DET
1980,NL,HOU,HOU,W,1,163,81.0,93,70,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",637,5566,1455,231,67,75,540,755.0,194.0,74.0,,,589,510,3,31,18,41,4446,1367,69,466,929,140,145.0,0,Хьюстон Астрос,Астродом,2278217.0,92,91,HOU,HOU,HOU
1969,AL,KCA,KCR,W,4,163,82.0,69,93,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",586,5462,1311,179,32,98,522,901.0,129.0,70.0,,,688,605,3,42,10,25,4392,1357,136,560,894,156,114.0,0,Канзас-Сити Ройалс,Муниципальный стадион II,902414.0,100,101,KCR,KCA,KCA
2000,NL,MON,WSN,E,4,162,81.0,67,95,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",738,5535,1475,310,35,178,476,1048.0,58.0,48.0,29.0,34.0,902,812,5,4,7,39,4273,1575,181,579,1011,132,151.0,0,Монреаль Экспоз,"Стадион ""Олимпи""",926272.0,103,104,MON,MON,MON
1972,AL,CAL,ANA,W,5,155,80.0,75,80,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",454,5165,1249,171,26,78,358,850.0,57.0,37.0,,,533,468,3,57,18,16,4131,1109,90,620,1000,114,135.0,0,Калифорнийские ангелы,Анахайм Арена,744190.0,94,95,CAL,CAL,CAL
1974,NL,PHI,PHI,E,3,162,81.0,80,82,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",676,5494,1434,233,50,95,469,822.0,115.0,58.0,,,701,629,3,46,4,19,4341,1394,111,682,892,148,168.0,0,Филадельфийские Филлис,Стадион ветеранов,1808648.0,104,104,PHI,PHI,PHI
1888,NL,PIT,PIT,,6,139,,66,68,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",534,4713,1070,150,49,14,194,583.0,287.0,,,,580,357,2,135,13,0,3609,1190,23,223,367,416,,0,Питтсбург Аллегхени,Рекреационный парк,,92,93,PIT,PIT,PIT
1937,AL,CHA,CHW,,3,154,77.0,86,68,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",780,5277,1478,280,76,67,549,447.0,70.0,34.0,,,730,626,4,70,15,21,4053,1435,115,532,533,174,173.0,0,Чикаго Уайт Сокс,Комиски-Парк,589245.0,100,100,CHW,CHA,CHA
2009,NL,SDN,SDP,W,4,162,,75,87,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",638,5425,1315,265,31,141,586,1182.0,82.0,29.0,57.0,36.0,769,704,4,2,9,45,4352,1422,167,603,1187,109,144.0,0,Сан-Диего Падрес,Парк Петко,1919603.0,90,90,SDP,SDN,SDN
1897,NL,BRO,LAD,,7,136,,61,71,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,802,4810,1343,202,72,24,351,255.0,187.0,,,,845,610,4,114,4,2,3582,1417,34,410,256,364,,0,Бруклин Бридждромс,Восточный парк,220831.0,94,95,BRO,BRO,BRO
1943,NL,BSN,ATL,,6,153,77.0,68,85,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",465,5196,1213,202,36,39,469,609.0,56.0,,,,612,504,3,87,13,4,4191,1361,66,441,409,178,139.0,0,Бостон Брейвс,Бравс-филд,271289.0,98,100,BSN,BSN,BSN
1987,AL,NYA,NYY,E,4,162,81.0,89,73,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",788,5511,1445,239,16,196,604,949.0,105.0,43.0,,,758,701,4,19,10,47,4338,1475,179,542,900,102,155.0,0,Нью-Йорк Янкиз,Стадион Янки II,2427672.0,99,99,NYY,NYA,NYA
1925,AL,BOS,BOS,,8,152,75.0,47,105,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",639,5166,1375,257,64,41,513,422.0,42.0,56.0,,,922,732,4,68,6,6,3978,1615,67,510,310,265,150.0,0,Бостон Ред Сокс,Фенвей-Парк I,267782.0,99,103,BOS,BOS,BOS
1936,NL,BSN,ATL,,6,157,79.0,71,83,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",631,5478,1450,207,45,67,433,582.0,23.0,,,,715,619,3,61,7,13,4239,1566,69,451,421,189,175.0,0,Бостонские пчелы,Бравс-филд,340585.0,93,95,BSN,BSN,BSN
1947,NL,BSN,ATL,,3,154,77.0,86,68,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",701,5253,1444,265,42,85,558,500.0,58.0,,,,622,548,3,74,14,13,4086,1342,93,453,494,153,124.0,0,Бостон Брейвс,Бравс-филд,1277361.0,98,97,BSN,BSN,BSN
1929,AL,WS1,MIN,,5,153,78.0,71,81,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",730,5237,1445,244,66,48,556,400.0,86.0,61.0,,,776,653,4,62,3,17,4062,1429,48,496,494,191,156.0,0,Вашингтонские сенаторы,стадион Гриффита I,355506.0,101,100,WSH,WS1,WS1
1979,AL,SEA,SEA,W,6,162,81.0,67,95,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",711,5544,1490,250,52,132,515,725.0,126.0,52.0,,,820,732,4,37,7,26,4314,1567,165,571,736,141,170.0,0,Сиэтл Маринерс,Королевство,844447.0,102,104,SEA,SEA,SEA
2005,NL,CIN,CIN,C,5,163,82.0,73,89,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",820,5565,1453,335,15,222,611,1303.0,72.0,23.0,62.0,39.0,889,820,5,2,1,31,4299,1657,219,492,955,104,133.0,0,"""Цинциннати Редс""",Великий американский бейсбольный парк,1943067.0,100,101,CIN,CIN,CIN
1927,AL,PHA,OAK,,2,155,77.0,91,63,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",841,5296,1606,281,70,56,551,326.0,98.0,63.0,,,726,610,3,66,8,25,4152,1467,65,442,553,194,124.0,0,Филадельфийские Атлетики,Шибе Парк,605529.0,105,102,PHA,PHA,PHA
1909,NL,BRO,LAD,,6,155,79.0,55,98,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",444,5056,1157,176,59,16,330,,141.0,,,,627,477,3,126,18,3,4152,1277,32,528,594,276,86.0,0,Бруклин Супербэс,Вашингтон Парк III,321300.0,96,100,BRO,BRO,BRO
1880,NL,TRN,TRT,,4,83,,41,42,,,"Yes, I can do that! Please provide the text you would like translated from English to Russian.",,392,3007,755,114,37,5,120,260.0,,,,,438,225,2,81,4,0,2214,763,8,113,173,366,58.0,0,Трои,Место для сбора женьшеневников,,105,106,TRO,TRN,TRN
2002,NL,HOU,HOU,C,2,162,81.0,84,78,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",749,5503,1441,291,32,167,589,1120.0,71.0,27.0,59.0,37.0,695,643,4,2,11,43,4335,1423,151,546,1219,83,149.0,0,Хьюстон Астрос,Парк Минут Мед,2517357.0,106,105,HOU,HOU,HOU
2000,AL,CLE,CLE,C,2,162,81.0,90,72,"Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.","Yes, I can do that! Please provide the text you would like translated from English to Russian.",950,5683,1639,310,30,221,685,1057.0,113.0,34.0,51.0,52.0,816,775,4,6,5,34,4326,1511,173,666,1213,72,149.0,0,Кливленд Индианс,Якобс-филд,3456278.0,101,100,CLE,CLE,CLE
