awardid,yearid,lgid,playerid,pointswon,pointsmax,votesfirst
MVP,1943,AL,troutdi01,38,336,0.0
MVP,1940,AL,bartedi01,26,336,0.0
MVP,1912,AL,jacksjo01,16,64,
MVP,1984,AL,murraed02,197,392,2.0
MVP,1984,NL,murphda05,52,336,0.0
MVP,1976,AL,lefloro01,6,336,0.0
Cy Young,1976,NL,jonesra01,96,120,15.0
MVP,2012,NL,hollima01,34,448,0.0
MVP,1926,NL,traynpi01,14,80,
MVP,1933,NL,ryanbl01,19,80,
MVP,1984,AL,downibr01,6,392,0.0
MVP,1946,AL,rosarbu01,4,336,0.0
MVP,1986,AL,joynewa01,74,392,0.0
MVP,1976,NL,suttodo01,7,336,0.0
MVP,1962,AL,mantlmi01,234,280,13.0
MVP,1976,NL,cedence01,3,336,0.0
Rookie of the Year,1984,NL,stoneje01,1,120,0.0
MVP,1963,NL,mayswi01,102,280,0.0
MVP,1933,AL,cochrmi01,5,80,0.0
MVP,1932,NL,hurstdo01,24,80,
MVP,1988,AL,winfida01,164,392,0.0
MVP,1937,AL,lawsoro01,4,80,0.0
MVP,1996,NL,jonesch06,158,392,0.0
MVP,2006,AL,ibanera01,4,392,0.0
MVP,1935,AL,sewellu01,7,80,0.0
MVP,1937,AL,lewisbu01,7,80,0.0
MVP,1991,NL,mcgrifr01,23,336,0.0
MVP,1938,AL,gehrich01,27,336,
MVP,1931,AL,bluelu01,4,80,0.0
MVP,1927,AL,dykesji01,14,64,0.0
Rookie of the Year,1988,AL,weisswa01,103,140,17.0
MVP,1941,AL,henrito01,16,336,0.0
MVP,1957,AL,fordwh01,4,336,0.0
MVP,1939,AL,rolfere01,6,336,0.0
MVP,1965,AL,hortowi01,24,280,0.0
MVP,1967,NL,hughedi01,10,280,0.0
MVP,1956,NL,newcodo01,223,336,8.0
MVP,1947,AL,lopated01,1,336,0.0
MVP,1945,AL,bentoal01,6,336,0.0
MVP,1978,AL,nettlgr01,86,392,0.0
MVP,1995,AL,salmoti01,110,392,0.0
MVP,1938,AL,crosefr01,2,336,0.0
MVP,1952,AL,portebo01,1,336,0.0
MVP,1911,NL,loberha01,4,64,0.0
MVP,1980,NL,bucknbi01,11,336,0.0
MVP,2002,AL,willibe02,32,392,0.0
MVP,1933,NL,terrybi01,35,80,
Rookie of the Year,1973,NL,matthga01,11,24,11.0
MVP,1963,NL,pinsova01,32,280,0.0
Cy Young,1987,AL,alexado01,8,140,1.0
MVP,1928,AL,cochrmi01,53,64,
Rookie of the Year,1998,NL,woodke02,128,160,16.0
MVP,1977,NL,mcgratu01,2,336,0.0
MVP,1973,NL,billija01,6,336,0.0
Rookie of the Year,1998,AL,arrojro01,61,140,4.0
MVP,1941,NL,lopezal01,8,336,0.0
MVP,1983,AL,yountro01,6,392,0.0
Cy Young,1970,AL,cuellmi01,44,120,6.0
MVP,1926,AL,burnsge02,63,64,
Rookie of the Year,2004,NL,bayja01,146,160,25.0
MVP,1998,NL,bondsba01,66,448,0.0
MVP,1931,NL,grimmch01,21,80,
Rookie of the Year,1997,AL,cruzjo02,61,140,0.0
Rookie of the Year,2004,AL,buckjo01,1,140,0.0
MVP,2009,AL,kubelja01,3,392,0.0
MVP,1927,NL,wilsoha01,9,80,0.0
MVP,1972,NL,mcgratu01,2,336,0.0
Cy Young,2011,NL,leecl02,90,224,0.0
MVP,1999,NL,piazzmi01,109,448,0.0
MVP,1934,NL,lopezal01,1,80,0.0
MVP,1958,NL,bankser01,283,336,16.0
MVP,1911,NL,devorjo01,2,64,0.0
MVP,1929,NL,hornsro01,60,80,3.0
MVP,2007,NL,reyesjo01,16,448,0.0
Cy Young,2008,NL,santajo01,55,160,4.0
MVP,1947,NL,slaugen01,12,336,0.0
Rookie of the Year,1982,AL,gaettga01,4,140,0.0
MVP,2006,NL,arroybr01,1,448,0.0
MVP,1974,AL,busbyst01,3,336,0.0
MVP,1943,NL,milleed03,24,336,0.0
MVP,1959,NL,spahnwa01,3,336,0.0
MVP,1969,NL,seaveto01,243,336,11.0
MVP,1940,AL,rowesc01,62,336,0.0
MVP,1965,AL,mantlmi01,3,280,0.0
Cy Young,2009,AL,hernafe02,80,140,2.0
MVP,1952,NL,gordosi01,6,336,0.0
MVP,1948,AL,fannicl01,2,336,0.0
MVP,1981,NL,carltst01,41,336,0.0
MVP,1944,AL,hemslro01,4,336,0.0
MVP,1972,AL,lolicmi01,60,336,1.0
MVP,1955,AL,phillda01,6,336,0.0
MVP,1962,NL,kuennha01,5,280,0.0
MVP,2001,NL,schilcu01,24,448,0.0
MVP,1950,AL,priddje01,11,336,0.0
MVP,1945,NL,adamsac01,4,336,0.0
MVP,1984,AL,boddimi01,2,392,0.0
Rookie of the Year,1997,AL,wrighja02,7,140,0.0
MVP,1951,AL,woodlge01,5,336,0.0
Rookie of the Year,1996,NL,dyeje01,6,140,0.0
MVP,1953,AL,rosenal01,336,336,24.0
MVP,1962,NL,musiast01,19,280,0.0
MVP,1938,NL,garmsde01,5,336,0.0
MVP,2001,AL,anderga01,2,392,0.0
MVP,1954,NL,spahnwa01,38,336,0.0
MVP,1934,NL,hermaba01,4,80,0.0
Rookie of the Year,2003,AL,matsuhi01,84,140,10.0
MVP,1977,NL,ceyro01,60,336,0.0
MVP,1963,AL,allisbo01,15,280,0.0
MVP,1958,AL,minosmi01,6,336,0.0
MVP,1969,AL,harpeto01,2,336,0.0
MVP,2005,NL,rolliji01,45,448,0.0
MVP,1948,AL,lemonbo01,101,336,0.0
MVP,1985,AL,barfije01,88,392,0.0
MVP,1989,NL,scottmi03,6,336,0.0
MVP,2005,NL,eckstda01,15,448,0.0
Cy Young,1989,AL,ryanno01,5,140,0.0
MVP,1946,NL,rowesc01,8,336,0.0
MVP,1925,AL,todtph01,1,64,0.0
MVP,1948,AL,priddje01,16,336,0.0
MVP,1935,NL,ottme01,3,80,0.0
MVP,1968,NL,willibi01,48,280,0.0
Cy Young,1962,ML,purkebo01,1,20,1.0
MVP,1976,NL,brocklo01,3,336,0.0
MVP,1928,AL,cissebi01,4,64,0.0
