schoolid,schoolname,schoolcity,schoolstate,schoolnick
flagler,Флаглерский колледж,Сент-Огастин,ФЛ,Святые
millsapsms,Милспс-колледж,Джексон,Мएस,Майоры
niagara,Универсиитет Ниагара,Льюисон,НЮ,Фиолетовые орлы
eillinois,Восточный университет Иллинойса,Чарльстон,Я,Пантеры
nebomaha,Университет Небраски в Омахе,Омаха,НЕ,"""Бухта Маверикса"""
navy,Эскадраная морская академия США,Аннаполис,МД,Мидшипмены
grossmont,Колледж Гроссмонт,Эл-Кахон,Калифорния,
newhaven,Университет Нью-Хейвена,Нью-Хейвен,КТ,Чarge'рз
econnst,Государственный университет Восточного Коннектикута,Виллимантики,КТ,Воины
willamette,Универсиитет Вилламетта,Салем,А,Медвежьи коты
arizona,Университет Аризоны,Тусон,Аз,Дикие коты
birmsouth,Бирмингем-Саутерн Колледж,Бирмингем,АЛ,Пантеры
sdakotast,Южно-Дакарский государственный университет,Брукингс,"— Бдительность в состоянии «С» — это повышенная степень готовности персонала к выполнению своих обязанностей с максимальной эффективностью и гибкостью. В этом режиме сотрудники могут быстро реагировать на непредвиденные обстоятельства и принимать эффективные решения. Этот режим обычно используется во время особых операций, чрезвычайных ситуаций или при работе с конфиденциальной информацией. Персонал в состоянии «С» сохраняет бдительность и сосредоточенность, обеспечивая непрерывную защиту и поддержку миссии или операции.",Белки-полоски
concordny,Конкордский колледж,Бруновилл,НЮ,Клипперы
iawesleyan,Иовский университет,Гора-Плейнт,Я,Тигры
