playerid,yearid,gamenum,gameid,teamid,lgid,gp,startingpos
johnsji04,2012,0,ALS201207100,BAL,AL,1.0,
consusa01,1954,0,ALS195407130,CHA,AL,1.0,
puckeki01,1995,0,ALS199507110,MIN,AL,1.0,9.0
perezto01,1967,0,ALS196707110,CIN,NL,1.0,
johnsra05,2001,0,ALS200107100,ARI,NL,1.0,1.0
pujolal01,2010,0,ALS201007130,SLN,NL,1.0,3.0
musiast01,1953,0,NLS195307140,SLN,NL,1.0,7.0
morneju01,2009,0,NLS200907140,MIN,AL,1.0,
cramedo01,1940,0,NLS194007090,BOS,AL,0.0,
montejo01,1976,0,NLS197607130,SFN,NL,1.0,
bunniji01,1961,1,NLS196107110,DET,AL,1.0,
johnto01,1979,0,ALS197907170,NYA,AL,0.0,
fiskca01,1985,0,ALS198507160,CHA,AL,1.0,2.0
oliveal01,1981,0,ALS198108090,TEX,AL,1.0,
hollima01,2010,0,ALS201007130,SLN,NL,1.0,
frymawo01,1976,0,NLS197607130,MON,NL,0.0,
coninje01,1994,0,NLS199407120,FLO,NL,0.0,
bentoal01,1942,0,NLS194207060,DET,AL,1.0,
speiech01,1974,0,NLS197407230,SFN,NL,0.0,
allendi01,1966,0,NLS196607120,PHI,NL,1.0,
mclaide01,1966,0,NLS196607120,DET,AL,1.0,1.0
aaronha01,1970,0,NLS197007140,ATL,NL,1.0,9.0
riverma01,2000,0,NLS200007110,NYA,AL,1.0,
alouma01,1969,0,ALS196907230,PIT,NL,1.0,8.0
minosmi01,1954,0,ALS195407130,CHA,AL,1.0,7.0
warnelo01,1939,0,ALS193907110,SLN,NL,0.0,
seleaa01,1998,0,NLS199807070,TEX,AL,0.0,
matheed01,1956,0,ALS195607100,ML1,NL,0.0,
monbobi01,1962,1,ALS196207100,BOS,AL,0.0,
gustifr01,1947,0,NLS194707080,PIT,NL,1.0,5.0
garcifr02,2002,0,NLS200207090,SEA,AL,1.0,
powervi01,1960,2,ALS196007130,CLE,AL,1.0,
oliveal01,1980,0,NLS198007080,TEX,AL,1.0,
zimmery01,2009,0,NLS200907140,WAS,NL,1.0,
fregoji01,1964,0,NLS196407070,LAA,AL,1.0,6.0
dickebi01,1946,0,ALS194607090,NYA,AL,1.0,
dimagjo01,1942,0,NLS194207060,NYA,AL,1.0,8.0
cordefr01,2009,0,NLS200907140,CIN,NL,1.0,
fossera01,1971,0,ALS197107130,CLE,AL,0.0,
higgipi01,1944,0,NLS194407110,DET,AL,1.0,
smithoz01,1994,0,NLS199407120,SLN,NL,1.0,6.0
cepedor01,1960,1,ALS196007110,SFN,NL,1.0,
johnsra05,2000,0,NLS200007110,ARI,NL,1.0,1.0
olerujo01,2001,0,ALS200107100,SEA,AL,1.0,3.0
papeljo01,2008,0,ALS200807150,BOS,AL,1.0,
cardele01,1964,0,NLS196407070,CIN,NL,1.0,
hillesh02,2005,0,ALS200507120,TOR,AL,1.0,
lidgebr01,2005,0,ALS200507120,HOU,NL,1.0,
pafkoan01,1945,0,,CHN,NL,0.0,
greenha01,1945,0,,DET,AL,0.0,
rosebjo01,1961,2,ALS196107310,LAN,NL,1.0,
hamiljo03,2009,0,NLS200907140,TEX,AL,1.0,8.0
burleri01,1981,0,ALS198108090,CAL,AL,1.0,
stigmdi01,1960,1,ALS196007110,CLE,AL,0.0,
tananfr01,1976,0,NLS197607130,CAL,AL,1.0,
bankser01,1967,0,ALS196707110,CHN,NL,1.0,
santibe01,1989,0,ALS198907110,SDN,NL,1.0,2.0
fordwh01,1956,0,ALS195607100,NYA,AL,1.0,
pascuca02,1964,0,NLS196407070,MIN,AL,1.0,
leibeha01,1938,0,NLS193807060,NY1,NL,1.0,
smithda02,1990,0,NLS199007100,HOU,NL,1.0,
murphda05,1982,0,NLS198207130,ATL,NL,1.0,9.0
nichobi01,1940,0,NLS194007090,CHN,NL,1.0,
doerrbo01,1941,0,ALS194107080,BOS,AL,1.0,4.0
ruthvdi01,1976,0,NLS197607130,ATL,NL,0.0,
trillma01,1983,0,ALS198307060,CLE,AL,1.0,4.0
bournmi01,2010,0,ALS201007130,HOU,NL,1.0,
burroje01,1974,0,NLS197407230,TEX,AL,1.0,7.0
hernafe02,2009,0,NLS200907140,SEA,AL,1.0,
breweji01,1973,0,ALS197307240,LAN,NL,1.0,
pafkoan01,1950,0,ALS195007110,CHN,NL,1.0,
kleinch01,1933,0,ALS193307060,PHI,NL,1.0,9.0
berkmla01,2011,0,NLS201107120,SLN,NL,1.0,9.0
spencst01,1944,0,NLS194407110,WS1,AL,1.0,9.0
willsma01,1962,1,ALS196207100,LAN,NL,1.0,
earlyja01,1943,0,ALS194307130,WS1,AL,1.0,2.0
preslji01,1986,0,NLS198607150,SEA,AL,0.0,
schoere01,1946,0,ALS194607090,SLN,NL,1.0,4.0
clarkwi02,1989,0,ALS198907110,SFN,NL,1.0,3.0
posadjo01,2007,0,NLS200707100,NYA,AL,1.0,
sizemgr01,2006,0,NLS200607110,CLE,AL,1.0,
ottme01,1940,0,NLS194007090,NY1,NL,1.0,
skinnbo01,1960,2,ALS196007130,PIT,NL,1.0,7.0
kellypa01,1973,0,ALS197307240,CHA,AL,1.0,
doerrbo01,1951,0,ALS195107100,BOS,AL,1.0,
estrach01,1960,1,ALS196007110,BAL,AL,1.0,
reynoal01,1953,0,NLS195307140,NYA,AL,1.0,
allendi01,1972,0,NLS197207250,CHA,AL,1.0,3.0
gonzagi01,2012,0,ALS201207100,WAS,NL,1.0,
carewro01,1973,0,ALS197307240,MIN,AL,1.0,4.0
yastrca01,1974,0,NLS197407230,BOS,AL,1.0,
percitr01,1998,0,NLS199807070,ANA,AL,1.0,
boggswa01,1994,0,NLS199407120,NYA,AL,1.0,5.0
thomeji01,1997,0,ALS199707080,CLE,AL,1.0,
reedri01,1998,0,NLS199807070,NYN,NL,0.0,
jonesbo03,1997,0,ALS199707080,NYN,NL,1.0,
vernomi01,1955,0,NLS195507120,WS1,AL,1.0,3.0
fostege01,1976,0,NLS197607130,CIN,NL,1.0,8.0
ottme01,1942,0,NLS194207060,NY1,NL,1.0,9.0
facero01,1961,1,NLS196107110,PIT,NL,1.0,
hamnegr01,1952,0,NLS195207080,PHI,NL,1.0,6.0
colemjo05,1972,0,NLS197207250,DET,AL,0.0,
wilsobr01,2008,0,ALS200807150,SFN,NL,1.0,
suzukic01,2008,0,ALS200807150,SEA,AL,1.0,9.0
narlera01,1958,0,ALS195807080,CLE,AL,1.0,
farretu01,1962,2,NLS196207300,HOU,NL,1.0,
tobinji01,1944,0,NLS194407110,BSN,NL,1.0,
bakerdu01,1981,0,ALS198108090,LAN,NL,1.0,
eckerde01,1990,0,NLS199007100,OAK,AL,1.0,
buehrma01,2009,0,NLS200907140,CHA,AL,1.0,
goodmbi01,1953,0,NLS195307140,BOS,AL,1.0,4.0
harvebr01,1993,0,ALS199307130,FLO,NL,1.0,
walkebi01,1935,0,ALS193507080,SLN,NL,1.0,1.0
alomasa02,1996,0,NLS199607090,CLE,AL,1.0,
matheed01,1962,2,NLS196207300,ML1,NL,1.0,
ramospe01,1959,2,NLS195908030,WS1,AL,0.0,
hallaro01,2006,0,NLS200607110,TOR,AL,1.0,
brownji03,1942,0,NLS194207060,SLN,NL,1.0,4.0
moonwa01,1957,0,NLS195707090,SLN,NL,1.0,
elliobo01,1944,0,NLS194407110,PIT,NL,1.0,5.0
hearnji01,1952,0,NLS195207080,NY1,NL,0.0,
whitalo01,1984,0,NLS198407100,DET,AL,1.0,4.0
oglivbe01,1983,0,ALS198307060,ML4,AL,1.0,
pepitjo01,1965,0,ALS196507130,NYA,AL,1.0,
thomafr04,1996,0,NLS199607090,CHA,AL,0.0,
labincl01,1957,0,NLS195707090,BRO,NL,1.0,
ottme01,1934,0,NLS193407100,NY1,NL,1.0,
sandbry01,1989,0,ALS198907110,CHN,NL,1.0,4.0
hafeych01,1933,0,ALS193307060,CIN,NL,1.0,7.0
malzofr01,1959,1,NLS195907070,BOS,AL,1.0,
maddugr01,1992,0,NLS199207140,CHN,NL,1.0,
tiantlu01,1976,0,NLS197607130,BOS,AL,1.0,
kellech01,1946,0,ALS194607090,NYA,AL,1.0,9.0
bakerge02,1955,0,NLS195507120,CHN,NL,1.0,
trammal01,1988,0,NLS198807120,DET,AL,0.0,
torrejo01,1966,0,NLS196607120,ATL,NL,1.0,2.0
hendrge01,1980,0,NLS198007080,SLN,NL,1.0,
hartnga01,1934,0,NLS193407100,CHN,NL,1.0,2.0
bridgto01,1937,0,ALS193707070,DET,AL,1.0,
wilsoja02,2004,0,NLS200407130,PIT,NL,1.0,
henderi01,1983,0,ALS198307060,OAK,AL,1.0,
drysddo01,1962,1,ALS196207100,LAN,NL,1.0,1.0
kernji01,1979,0,ALS197907170,TEX,AL,1.0,
willido03,2003,0,ALS200307150,FLO,NL,0.0,
skowrbi01,1960,2,ALS196007130,NYA,AL,1.0,3.0
youngma01,1983,0,ALS198307060,SEA,AL,1.0,
boyerke01,1959,1,NLS195907070,SLN,NL,1.0,
roberro01,1953,0,NLS195307140,PHI,NL,1.0,1.0
ugglada01,2012,0,ALS201207100,ATL,NL,1.0,4.0
yosted01,1952,0,NLS195207080,WS1,AL,0.0,
ruthba01,1934,0,NLS193407100,NYA,AL,1.0,9.0
willimi02,1989,0,ALS198907110,CHN,NL,1.0,
mcgratu01,1975,0,ALS197507150,PHI,NL,0.0,
spahnwa01,1961,2,ALS196107310,ML1,NL,0.0,
johnsbo01,1935,0,ALS193507080,PHA,AL,1.0,7.0
willimi03,2003,0,ALS200307150,PIT,NL,0.0,
foxne01,1957,0,NLS195707090,CHA,AL,1.0,4.0
matheed01,1961,2,ALS196107310,ML1,NL,1.0,5.0
grichbo01,1982,0,NLS198207130,CAL,AL,1.0,4.0
gomezle01,1934,0,NLS193407100,NYA,AL,1.0,1.0
paigesa01,1952,0,NLS195207080,SLA,AL,0.0,
cabreas01,2012,0,ALS201207100,CLE,AL,1.0,
pierzaj01,2006,0,NLS200607110,CHA,AL,0.0,
facero01,1961,2,ALS196107310,PIT,NL,0.0,
diazbo01,1981,0,ALS198108090,CLE,AL,1.0,
gomezle01,1938,0,NLS193807060,NYA,AL,1.0,1.0
ludwiry01,2008,0,ALS200807150,SLN,NL,1.0,
clemero01,1969,0,ALS196907230,PIT,NL,1.0,
hintoch01,1964,0,NLS196407070,WS2,AL,1.0,
chapmbe01,1934,0,NLS193407100,NYA,AL,1.0,
winfida01,1979,0,ALS197907170,SDN,NL,1.0,8.0
trammal01,1980,0,NLS198007080,DET,AL,1.0,
wilsoda01,1996,0,NLS199607090,SEA,AL,1.0,
seaveto01,1971,0,ALS197107130,NYN,NL,0.0,
utleych01,2010,0,ALS201007130,PHI,NL,0.0,
bagweje01,1994,0,NLS199407120,HOU,NL,1.0,
benedbr01,1981,0,ALS198108090,ATL,NL,1.0,
bauerha01,1952,0,NLS195207080,NYA,AL,1.0,9.0
perryga01,1979,0,ALS197907170,SDN,NL,1.0,
bailean01,2009,0,NLS200907140,OAK,AL,0.0,
pearsal02,1963,0,ALS196307090,LAA,AL,1.0,8.0
edwarbr01,1947,0,NLS194707080,BRO,NL,1.0,
voisebi01,1944,0,NLS194407110,NY1,NL,0.0,
johnsbo01,1940,0,NLS194007090,PHA,AL,0.0,
grichbo01,1979,0,ALS197907170,CAL,AL,1.0,
ashburi01,1951,0,ALS195107100,PHI,NL,1.0,8.0
finigji01,1954,0,ALS195407130,PHA,AL,0.0,
gentiji01,1962,1,ALS196207100,BAL,AL,1.0,3.0
wynnea01,1955,0,NLS195507120,CLE,AL,1.0,
holmeto01,1948,0,ALS194807130,BSN,NL,1.0,
mcnalda01,1972,0,NLS197207250,BAL,AL,1.0,
pattima01,1971,0,ALS197107130,ML4,AL,0.0,
hundlto01,1997,0,ALS199707080,NYN,NL,0.0,
brechha01,1948,0,ALS194807130,SLN,NL,0.0,
cannich01,1969,0,ALS196907230,SDN,NL,0.0,
corajo01,1997,0,ALS199707080,SEA,AL,1.0,
kluszte01,1953,0,NLS195307140,CIN,NL,1.0,3.0
puckeki01,1986,0,NLS198607150,MIN,AL,1.0,8.0
canoro01,2010,0,ALS201007130,NYA,AL,1.0,4.0
minosmi01,1960,2,ALS196007130,CHA,AL,1.0,7.0
martied01,1992,0,NLS199207140,SEA,AL,1.0,
dimagvi01,1943,0,ALS194307130,PIT,NL,1.0,
fordwh01,1960,2,ALS196007130,NYA,AL,1.0,1.0
stearjo01,1980,0,NLS198007080,NYN,NL,1.0,
suzukic01,2010,0,ALS201007130,SEA,AL,1.0,9.0
wallati01,1989,0,ALS198907110,MON,NL,1.0,
vernomi01,1958,0,ALS195807080,CLE,AL,1.0,
lumpeje01,1964,0,NLS196407070,DET,AL,0.0,
coopece01,1982,0,NLS198207130,ML4,AL,1.0,3.0
wilsowi02,1983,0,ALS198307060,KCA,AL,1.0,
jenseja01,1952,0,NLS195207080,WS1,AL,1.0,
jacksre01,1981,0,ALS198108090,NYA,AL,1.0,9.0
gibsobo01,1962,2,NLS196207300,SLN,NL,1.0,
medwijo01,1934,0,NLS193407100,SLN,NL,1.0,7.0
baileed01,1960,1,ALS196007110,CIN,NL,0.0,
papeljo01,2012,0,ALS201207100,PHI,NL,1.0,
gonzaad01,2009,0,NLS200907140,SDN,NL,1.0,
clemero01,1960,1,ALS196007110,PIT,NL,1.0,
boyerke01,1961,1,NLS196107110,SLN,NL,1.0,
greenha01,1939,0,ALS193907110,DET,AL,1.0,3.0
singlke01,1979,0,ALS197907170,BAL,AL,1.0,
carewro01,1974,0,NLS197407230,MIN,AL,1.0,4.0
morynwa01,1958,0,ALS195807080,CHN,NL,0.0,
ordonma01,2000,0,NLS200007110,CHA,AL,1.0,
pennybr01,2006,0,NLS200607110,LAN,NL,1.0,1.0
cuellmi01,1970,0,NLS197007140,BAL,AL,0.0,
mauerjo01,2006,0,NLS200607110,MIN,AL,1.0,
piercbi02,1953,0,NLS195307140,CHA,AL,1.0,1.0
musiast01,1948,0,ALS194807130,SLN,NL,1.0,7.0
suttebr01,1979,0,ALS197907170,CHN,NL,1.0,
mayswi01,1959,2,NLS195908030,SFN,NL,1.0,8.0
maricju01,1963,0,ALS196307090,SFN,NL,0.0,
gosligo01,1936,0,NLS193607070,DET,AL,1.0,
konerpa01,2002,0,NLS200207090,CHA,AL,1.0,
ripkeca01,1987,0,ALS198707140,BAL,AL,1.0,6.0
cartega01,1988,0,NLS198807120,NYN,NL,1.0,2.0
helmsto01,1967,0,ALS196707110,CIN,NL,1.0,
aguilri01,1993,0,ALS199307130,MIN,AL,1.0,
busbyst01,1975,0,ALS197507150,KCA,AL,1.0,
pencehu01,2009,0,NLS200907140,HOU,NL,0.0,
drysddo01,1964,0,NLS196407070,LAN,NL,1.0,1.0
bondsba01,1995,0,ALS199507110,SFN,NL,1.0,7.0
utleych01,2007,0,NLS200707100,PHI,NL,1.0,4.0
hernake01,1987,0,ALS198707140,NYN,NL,1.0,
donovdi01,1962,1,ALS196207100,CLE,AL,1.0,
rosepe01,1973,0,ALS197307240,CIN,NL,1.0,7.0
giustda01,1973,0,ALS197307240,PIT,NL,1.0,
mongesi01,1979,0,ALS197907170,CLE,AL,0.0,
gwynnto01,1987,0,ALS198707140,SDN,NL,1.0,
harpebr03,2012,0,ALS201207100,WAS,NL,1.0,
donovdi01,1961,1,NLS196107110,WS2,AL,1.0,
wagnele01,1962,2,NLS196207300,LAA,AL,1.0,7.0
yastrca01,1977,0,ALS197707190,BOS,AL,1.0,8.0
killeha01,1964,0,NLS196407070,MIN,AL,1.0,7.0
braunry02,2011,0,NLS201107120,MIL,NL,,
kinerra01,1949,0,NLS194907120,PIT,NL,1.0,7.0
isrinja01,2005,0,ALS200507120,SLN,NL,0.0,
hubbeca01,1934,0,NLS193407100,NY1,NL,1.0,1.0
malonji01,1965,0,ALS196507130,CIN,NL,1.0,
herbera01,1962,2,NLS196207300,CHA,AL,1.0,
colavro01,1959,2,NLS195908030,CLE,AL,1.0,
fellebo01,1941,0,ALS194107080,CLE,AL,1.0,1.0
hardeme01,1934,0,NLS193407100,CLE,AL,1.0,
leibeha01,1941,0,ALS194107080,CHN,NL,0.0,
wilheho01,1961,1,NLS196107110,BAL,AL,1.0,
hickmji02,1970,0,NLS197007140,CHN,NL,1.0,
kentje01,2005,0,ALS200507120,LAN,NL,1.0,4.0
ottme01,1936,0,NLS193607070,NY1,NL,1.0,
ordonma01,2003,0,ALS200307150,CHA,AL,1.0,
garvest01,1979,0,ALS197907170,LAN,NL,1.0,3.0
niekrph01,1978,0,NLS197807110,ATL,NL,1.0,
keltnke01,1948,0,ALS194807130,CLE,AL,1.0,5.0
benchjo01,1970,0,NLS197007140,CIN,NL,1.0,2.0
strawda01,1991,0,ALS199107090,LAN,NL,0.0,
delgaca01,2003,0,ALS200307150,TOR,AL,1.0,3.0
conceda01,1975,0,ALS197507150,CIN,NL,1.0,6.0
raineti01,1982,0,NLS198207130,MON,NL,1.0,7.0
hackst01,1943,0,ALS194307130,CHN,NL,1.0,5.0
hoeftbi01,1955,0,NLS195507120,DET,AL,0.0,
woodwi01,1974,0,NLS197407230,CHA,AL,0.0,
burgesm01,1960,2,ALS196007130,PIT,NL,1.0,
cansejo01,1986,0,NLS198607150,OAK,AL,0.0,
aloumo01,1998,0,NLS199807070,HOU,NL,1.0,
rodrial01,2005,0,ALS200507120,NYA,AL,1.0,5.0
nathajo01,2012,0,ALS201207100,TEX,AL,1.0,
mcculcl01,1948,0,ALS194807130,CHN,NL,0.0,
killeha01,1970,0,NLS197007140,MIN,AL,1.0,5.0
ricede01,1953,0,NLS195307140,SLN,NL,0.0,
mantlmi01,1964,0,NLS196407070,NYA,AL,1.0,8.0
grantmu01,1965,0,ALS196507130,MIN,AL,1.0,
jonesch06,2012,0,ALS201207100,ATL,NL,1.0,
glavito02,2006,0,NLS200607110,NYN,NL,0.0,
matheed01,1960,1,ALS196007110,ML1,NL,1.0,5.0
brocklo01,1967,0,ALS196707110,SLN,NL,1.0,7.0
utleych01,2009,0,NLS200907140,PHI,NL,1.0,4.0
boyerke01,1963,0,ALS196307090,SLN,NL,1.0,5.0
pizarju01,1964,0,NLS196407070,CHA,AL,0.0,
ramirha01,2009,0,NLS200907140,FLO,NL,1.0,6.0
ripkeca01,1986,0,NLS198607150,BAL,AL,1.0,6.0
jurgebi01,1937,0,ALS193707070,CHN,NL,0.0,
riverma01,2011,0,NLS201107120,NYA,AL,,
cashno01,1961,1,NLS196107110,DET,AL,1.0,3.0
martivi01,2010,0,ALS201007130,BOS,AL,0.0,
aurilri01,2001,0,ALS200107100,SFN,NL,1.0,6.0
beltrca01,2005,0,ALS200507120,NYN,NL,1.0,7.0
wiggity01,2010,0,ALS201007130,BAL,AL,1.0,
hayesfr01,1945,0,,CLE,AL,0.0,
mantlmi01,1959,1,NLS195907070,NYA,AL,1.0,
odonojo01,1965,0,ALS196507130,KC1,AL,0.0,
cahiltr01,2010,0,ALS201007130,OAK,AL,0.0,
grababi01,1970,0,NLS197007140,LAN,NL,1.0,
glavito02,1997,0,ALS199707080,ATL,NL,0.0,
mcdanli01,1960,2,ALS196007130,SLN,NL,1.0,
keltnke01,1943,0,ALS194307130,CLE,AL,1.0,5.0
martiti02,1997,0,ALS199707080,NYA,AL,1.0,3.0
carpech01,2010,0,ALS201007130,SLN,NL,0.0,
hillke01,1994,0,NLS199407120,MON,NL,1.0,
keltnke01,1946,0,ALS194607090,CLE,AL,1.0,5.0
hernafe02,2012,0,ALS201207100,SEA,AL,,
kuennha01,1960,1,ALS196007110,CLE,AL,1.0,
honeyri01,1980,0,NLS198007080,SEA,AL,0.0,
gentiji01,1960,2,ALS196007130,BAL,AL,0.0,
stargwi01,1965,0,ALS196507130,PIT,NL,1.0,7.0
snidedu01,1951,0,ALS195107100,BRO,NL,1.0,
berrayo01,1959,1,NLS195907070,NYA,AL,0.0,
murraed02,1984,0,NLS198407100,BAL,AL,1.0,
colavro01,1961,1,NLS196107110,DET,AL,1.0,7.0
conceda01,1979,0,ALS197907170,CIN,NL,0.0,
morgajo02,1966,0,NLS196607120,HOU,NL,0.0,
daleybu01,1960,2,ALS196007130,KC1,AL,0.0,
freesda01,2012,0,ALS201207100,SLN,NL,1.0,
saxst01,1989,0,ALS198907110,NYA,AL,1.0,
hamiljo03,2012,0,ALS201207100,TEX,AL,1.0,7.0
garvest01,1974,0,NLS197407230,LAN,NL,1.0,3.0
mullipa01,1947,0,NLS194707080,DET,AL,0.0,
roberbi01,1992,0,NLS199207140,CIN,NL,1.0,
penato01,1984,0,NLS198407100,PIT,NL,1.0,
guerrvl01,1999,0,ALS199907130,MON,NL,1.0,
johnsho01,1991,0,ALS199107090,NYN,NL,1.0,
guerrvl01,2004,0,NLS200407130,ANA,AL,1.0,9.0
henketo01,1987,0,ALS198707140,TOR,AL,1.0,
howarel01,1961,2,ALS196107310,NYA,AL,1.0,
baezda01,2005,0,ALS200507120,TBA,AL,0.0,
sosasa01,2002,0,NLS200207090,CHN,NL,1.0,9.0
cansejo01,1989,0,ALS198907110,OAK,AL,0.0,
whitefr01,1981,0,ALS198108090,KCA,AL,1.0,
lemonbo01,1948,0,ALS194807130,CLE,AL,0.0,
reedro01,1968,0,NLS196807090,ATL,NL,1.0,
osteecl01,1973,0,ALS197307240,LAN,NL,1.0,
thomsbo01,1949,0,NLS194907120,NY1,NL,1.0,
bufordo01,1971,0,ALS197107130,BAL,AL,1.0,
fostege01,1978,0,NLS197807110,CIN,NL,1.0,8.0
loducpa01,2005,0,ALS200507120,FLO,NL,1.0,
brancra01,1949,0,NLS194907120,BRO,NL,0.0,
malzofr01,1960,1,ALS196007110,BOS,AL,1.0,5.0
lylesp01,1976,0,NLS197607130,NYA,AL,0.0,
cronijo01,1941,0,ALS194107080,BOS,AL,1.0,6.0
herrto01,1985,0,ALS198507160,SLN,NL,1.0,4.0
mitchke01,1989,0,ALS198907110,SFN,NL,1.0,7.0
youngmi02,2008,0,ALS200807150,TEX,AL,1.0,
sanchfr01,2007,0,NLS200707100,PIT,NL,1.0,
wilsoji02,1955,0,NLS195507120,BAL,AL,0.0,
dobyla01,1952,0,NLS195207080,CLE,AL,1.0,
lavelga01,1977,0,ALS197707190,SFN,NL,1.0,
gonzalu01,2003,0,ALS200307150,ARI,NL,1.0,
carrach01,1951,0,ALS195107100,CHA,AL,1.0,6.0
ashburi01,1953,0,NLS195307140,PHI,NL,1.0,
allendi01,1973,0,ALS197307240,CHA,AL,0.0,
versazo01,1965,0,ALS196507130,MIN,AL,1.0,
stonede01,1954,0,ALS195407130,WS1,AL,1.0,
richabo01,1965,0,ALS196507130,NYA,AL,1.0,
guidrro01,1983,0,ALS198307060,NYA,AL,0.0,
spahnwa01,1959,2,NLS195908030,ML1,NL,0.0,
soriajo01,2010,0,ALS201007130,KCA,AL,0.0,
antonjo02,1954,0,ALS195407130,NY1,NL,1.0,
carpech01,2006,0,NLS200607110,SLN,NL,0.0,
garvest01,1975,0,ALS197507150,LAN,NL,1.0,3.0
barfije01,1986,0,NLS198607150,TOR,AL,1.0,
mcgwima01,1992,0,NLS199207140,OAK,AL,1.0,3.0
knoblch01,1996,0,NLS199607090,MIN,AL,1.0,
gromest01,1945,0,,CLE,AL,0.0,
mackra01,1940,0,NLS194007090,CLE,AL,1.0,
applilu01,1947,0,NLS194707080,CHA,AL,1.0,
broxtjo01,2010,0,ALS201007130,LAN,NL,1.0,
facero01,1960,2,ALS196007130,PIT,NL,0.0,
roberro01,1950,0,ALS195007110,PHI,NL,1.0,1.0
colonba01,2005,0,ALS200507120,LAA,AL,1.0,
howarry01,2009,0,NLS200907140,PHI,NL,1.0,
ortajo01,1975,0,ALS197507150,CHA,AL,0.0,
jacksre01,1973,0,ALS197307240,OAK,AL,1.0,9.0
daleybu01,1960,1,ALS196007110,KC1,AL,1.0,
wietema01,2011,0,NLS201107120,BAL,AL,1.0,
kaskoed01,1961,2,ALS196107310,CIN,NL,1.0,
lollash01,1950,0,ALS195007110,SLA,AL,0.0,
mcdougi01,1956,0,ALS195607100,NYA,AL,0.0,
clemero02,2005,0,ALS200507120,HOU,NL,1.0,
zambrca01,2004,0,NLS200407130,CHN,NL,1.0,
wagnebi02,2007,0,NLS200707100,NYN,NL,1.0,
ruffire01,1934,0,NLS193407100,NYA,AL,1.0,
walkela01,1992,0,NLS199207140,MON,NL,1.0,
mccanbr01,2007,0,NLS200707100,ATL,NL,1.0,
javeral01,1943,0,ALS194307130,BSN,NL,1.0,
trammal01,1990,0,NLS199007100,DET,AL,1.0,
edwarjo01,1965,0,ALS196507130,CIN,NL,0.0,
versazo01,1963,0,ALS196307090,MIN,AL,1.0,6.0
howarel01,1959,2,NLS195908030,NYA,AL,0.0,
rodrial01,2011,0,NLS201107120,NYA,AL,,
bondsba01,2000,0,NLS200007110,SFN,NL,0.0,
cepedor01,1964,0,NLS196407070,SFN,NL,1.0,3.0
walkeha01,1943,0,ALS194307130,SLN,NL,1.0,8.0
nilssda01,1999,0,ALS199907130,MIL,NL,1.0,
turlebo01,1954,0,ALS195407130,BAL,AL,0.0,
darkal01,1952,0,NLS195207080,NY1,NL,0.0,
guzmacr01,2008,0,ALS200807150,WAS,NL,1.0,
kalinal01,1961,1,NLS196107110,DET,AL,1.0,
stottme01,1966,0,NLS196607120,NYA,AL,1.0,
biggicr01,1994,0,NLS199407120,HOU,NL,1.0,
kempst01,1979,0,ALS197907170,DET,AL,1.0,
wettejo01,1996,0,NLS199607090,NYA,AL,0.0,
mcgwima01,1997,0,ALS199707080,OAK,AL,1.0,
martivi01,2004,0,NLS200407130,CLE,AL,1.0,
spahnwa01,1962,2,NLS196207300,ML1,NL,0.0,
ageeto01,1966,0,NLS196607120,CHA,AL,1.0,
culpra01,1969,0,ALS196907230,BOS,AL,1.0,
porteda02,1978,0,NLS197807110,KCA,AL,1.0,
mantlmi01,1959,2,NLS195908030,NYA,AL,1.0,8.0
parrila01,1987,0,ALS198707140,TEX,AL,1.0,
parrila02,1980,0,NLS198007080,DET,AL,1.0,
palmeji01,1978,0,NLS197807110,BAL,AL,1.0,1.0
mcgwima01,1999,0,ALS199907130,SLN,NL,1.0,3.0
colavro01,1965,0,ALS196507130,CLE,AL,1.0,9.0
glaustr01,2001,0,ALS200107100,ANA,AL,1.0,
mayswi01,1960,2,ALS196007130,SFN,NL,1.0,8.0
brookhu01,1986,0,NLS198607150,MON,NL,1.0,
lawva01,1988,0,NLS198807120,CHN,NL,1.0,
lopesda01,1979,0,ALS197907170,LAN,NL,1.0,4.0
carewro01,1975,0,ALS197507150,MIN,AL,1.0,4.0
brettge01,1977,0,ALS197707190,KCA,AL,1.0,5.0
oglivbe01,1980,0,NLS198007080,ML4,AL,1.0,7.0
colavro01,1966,0,NLS196607120,CLE,AL,1.0,
henketo01,1995,0,ALS199507110,SLN,NL,1.0,
milleda02,2002,0,NLS200207090,ARI,NL,1.0,
fletcel01,1943,0,ALS194307130,PIT,NL,1.0,3.0
morrija02,1991,0,ALS199107090,MIN,AL,1.0,1.0
jonesan01,2003,0,ALS200307150,ATL,NL,1.0,
belleal01,1994,0,NLS199407120,CLE,AL,1.0,
whitero01,1969,0,ALS196907230,NYA,AL,1.0,
samueju01,1984,0,NLS198407100,PHI,NL,0.0,
kuennha01,1953,0,NLS195307140,DET,AL,1.0,
santoro01,1969,0,ALS196907230,CHN,NL,1.0,5.0
boudrlo01,1945,0,,CLE,AL,0.0,
lansfca01,1988,0,NLS198807120,OAK,AL,1.0,
coopewa01,1948,0,ALS194807130,NY1,NL,1.0,2.0
hernake01,1979,0,ALS197907170,SLN,NL,1.0,
bankser01,1958,0,ALS195807080,CHN,NL,1.0,6.0
fordwh01,1961,2,ALS196107310,NYA,AL,0.0,
