year,lgid,tmid,franchid,confid,divid,rank,confrank,playoff,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,o_tmrebound,d_tmrebound,homewon,homelost,awaywon,awaylost,neutwon,neutloss,confwon,confloss,divwon,divloss,pace,won,lost,games,min,arena,attendance,bbtmid
1972,ABA,UTS,UTS,,WD,1,0,DF,Utah Stars,3656,7499,2291,2886,105,335,1265,2891,4156,1963,2240,0,1582,0,9708,3528,7908,2085,103,391,2791,1466,2640,4106,1891,2283,0,1493,0,9244,0,0,37,5,18,23,0,1,0,0,29,15,0,55,29,84,20260.0,Salt Palace,0,UTS
1952,NBA,SYR,PHI,,ED,2,0,DS,Syracuse Nationals,1942,5329,2197,2950,0,0,0,0,3472,1459,2132,0,0,0,6081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5775,291,0,32,2,10,19,5,3,0,0,26,15,0,47,24,71,17290.0,Onondaga War Memorial,0,SYR
1971,ABA,FLO,FLO,,ED,4,0,DS,The Floridians,3547,7797,2190,2817,187,589,1225,2749,3974,1871,2125,0,1505,0,9471,3709,7869,2070,115,397,2689,1384,3062,4446,1818,2229,0,1550,0,9603,0,0,23,18,12,30,1,0,0,0,19,33,0,36,48,84,20385.0,Miami Beach Convention Hall,0,FLO
1970,ABA,KEN,KEN,,ED,2,0,F,Kentucky Colonels,3929,8520,2213,2930,193,597,0,0,4790,1878,2271,0,1569,0,10264,3948,8586,2205,159,493,2961,0,0,4530,1816,2229,0,1490,0,10260,0,0,26,15,18,23,0,2,0,0,28,24,0,44,40,84,20185.0,Freedom Hall,32767,KEN
1981,NBA,NJN,NJN,EC,AT,3,4,C1,New Jersey Nets,3501,7227,1714,2354,30,146,1194,2320,3514,2096,2295,918,1650,481,8746,3343,6934,1946,58,187,2597,1142,2346,3488,1931,2164,832,1809,539,8690,0,0,25,16,19,22,0,0,31,27,12,12,0,44,38,82,19780.0,Brendan Byrne Arena,32767,NJN
2007,NBA,MIA,MIA,EC,SE,5,15,,Miami Heat,2808,6336,1384,1903,491,1373,743,2342,3085,1644,1670,589,1151,355,7491,3029,6477,1590,552,1497,2105,916,2617,3533,1817,1650,631,1104,341,8200,0,0,9,32,6,35,0,0,8,44,2,14,92,15,67,82,19830.0,AmericanAirlines Arena,32767,
1981,NBA,CHI,CHI,EC,CD,5,9,,Chicago Bulls,3369,6728,1951,2545,54,213,1125,2525,3650,2043,2008,580,1636,483,8743,3659,7388,1533,58,194,2053,1134,2225,3359,2043,2220,807,1257,469,8909,0,0,22,19,12,29,0,0,22,36,12,17,0,34,48,82,19880.0,Chicago Stadium,32767,CHI
2002,NBA,SAC,SAC,WC,PC,1,2,CS,Sacramento Kings,3242,6990,1367,1832,491,1288,900,2751,3651,2034,1666,735,1192,457,8342,2991,7125,1454,373,1166,1962,1145,2614,3759,1759,1635,684,1262,356,7809,0,0,35,6,24,17,0,0,36,16,17,7,0,59,23,82,19830.0,ARCO Arena (II),32767,SAC
1965,NBA,PHI,PHI,,ED,1,0,DF,Philadelphia 76ers,3650,8189,2087,3141,0,0,0,0,5652,1905,2095,0,0,0,9387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9013,638,0,22,3,20,17,13,5,0,0,20,10,0,55,25,80,19250.0,Convention Hall,32767,PHI
1949,NBA,ROC,SAC,,CD,1,0,DS,Rochester Royals,1956,5247,1690,2319,0,0,0,0,0,1383,1585,0,0,0,5602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5074,0,0,33,1,17,16,1,0,0,0,15,9,0,51,17,68,16420.0,Edgerton Park Arena,32767,ROC
2003,NBA,UTA,UTA,WC,MW,7,9,,Utah Jazz,2690,6172,1639,2196,252,786,1103,2272,3375,1671,2096,583,1365,494,7271,2541,5879,1874,415,1209,2431,868,2131,2999,1528,1999,666,1262,530,7371,0,0,28,13,14,27,0,0,25,27,10,14,0,42,40,82,19780.0,Delta Center,32767,UTA
2009,NBA,MIN,MIN,WC,NW,5,0,,Minnesota Timberwolves,3106,6923,1436,1926,403,1181,962,2556,3518,1626,1699,597,1333,306,8051,3343,6961,1534,618,1690,1981,917,2640,3557,2103,1686,721,1173,442,8838,0,0,0,0,0,0,0,0,0,0,0,0,98,15,67,0,,,0,
1997,NBA,SEA,SEA,WC,PC,1,2,CS,Seattle Supersonics,3052,6458,1521,2109,621,1569,931,2225,3156,1986,1812,804,1145,376,8246,2896,6491,1449,417,1287,2001,1141,2314,3455,1825,1824,640,1394,403,7658,0,0,35,6,26,15,0,0,39,13,19,5,0,61,21,82,19755.0,KeyArena at Seattle Center,32767,SEA
1959,NBA,CIN,SAC,,WD,4,0,,Cincinnati Royals,3210,7786,1913,2672,0,0,0,0,5251,1747,2097,0,0,0,8333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8807,723,0,9,22,2,20,8,14,0,0,14,25,0,19,56,75,18025.0,Cincinnati Gardens,32767,CIN
1967,NBA,NYK,NYK,,ED,3,0,DS,New York Knicks,3682,8070,2159,3042,0,0,0,0,5122,1967,2364,0,0,0,9523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9374,715,659,20,17,21,16,2,6,0,0,19,21,0,43,39,82,19880.0,Madison Square Garden (III),32767,NYK
1985,NBA,DET,DET,EC,CD,3,5,C1,Detroit Pistons,3754,7750,1800,2300,55,182,1276,2461,3737,2319,2101,738,1343,340,9363,3620,7365,1956,71,258,2589,1180,2538,3718,2083,1977,662,1490,500,9267,0,0,31,10,15,26,0,0,33,25,18,12,0,46,36,82,19780.0,Pontiac Silverdome,32767,DET
1981,NBA,DET,DET,EC,CD,3,7,,Detroit Pistons,3561,7391,1938,2581,52,213,1298,2345,3643,2027,2160,741,1629,564,9112,3749,7362,1648,41,175,2211,1159,2434,3593,2191,2383,782,1637,581,9187,0,0,23,18,16,25,0,0,27,31,19,11,0,39,43,82,19830.0,Pontiac Silverdome,32767,DET
1961,ABL1,SFS,OAO,,WE,2,0,CS,San Francisco Saints,2835,6633,2019,2580,139,526,0,0,4077,1760,2015,0,0,0,7828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7956,149,0,0,0,0,0,0,0,0,0,0,0,0,38,38,76,18290.0,San Francisco Civic Auditorium,0,
1969,NBA,ATL,ATL,,WD,1,0,DF,Atlanta Hawks,3817,7907,2012,2669,0,0,0,0,4210,2142,2016,0,0,0,9646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9612,0,0,25,13,18,16,5,5,0,0,24,16,0,48,34,82,19780.0,Alexander Memorial Coliseum,32767,ATL
2008,NBA,WAS,WAS,EC,SE,5,15,,Washington Wizards,2994,6655,1494,1947,395,1198,956,2329,3285,1641,1679,619,1146,365,7877,3164,6565,1487,674,1740,1959,934,2491,3425,2015,1638,593,1140,431,8489,0,0,13,28,6,35,0,0,10,42,1,15,93,19,63,82,19705.0,Verizon Center,32767,
1992,NBA,LAL,LAL,WC,PC,5,8,C1,Los Angeles Lakers,3309,6994,1741,2304,187,626,1103,2288,3391,2013,1778,782,1266,431,8546,3438,7116,1529,245,726,2050,1158,2411,3569,2130,1872,686,1334,384,8650,0,0,20,21,19,22,0,0,26,28,13,17,0,39,43,82,19830.0,Great Western Forum,32767,LAL
2008,NBA,LAC,LAC,WC,PC,4,14,,Los Angeles Clippers,2955,6696,1354,1839,535,1513,890,2377,3267,1723,1650,572,1221,482,7799,3218,6805,1546,536,1431,2035,962,2653,3615,1951,1609,652,1093,414,8518,0,0,11,30,8,33,0,0,10,42,2,14,95,19,63,82,19880.0,Staples Center,32767,
1964,NBA,DET,DET,,WD,4,0,,Detroit Pistons,3467,8297,1747,2537,0,0,0,0,5394,1609,2058,0,0,0,8681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8954,690,0,13,17,11,20,7,12,0,0,18,22,0,31,49,80,19325.0,Cobo Arena,32767,DET
1953,NBA,PHW,GSW,,ED,4,0,,Philadelphia Warriors,2023,5431,1586,2272,0,0,0,0,3589,1468,1741,0,0,0,5632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5786,276,0,10,9,6,16,13,18,0,0,19,21,0,29,43,72,17430.0,Philadelphia Civic Center,32767,PHW
1972,NBA,DET,DET,WC,MW,3,5,,Detroit Pistons,3666,7916,1710,2294,0,0,0,0,4105,1882,1812,0,0,0,9042,3803,8064,1418,0,0,1862,0,0,4019,2263,1891,0,0,0,9024,0,0,26,15,13,25,1,2,24,26,9,11,0,40,42,82,19780.0,Cobo Arena,32767,DET
1969,ABA,CAR,SSL,,ED,3,0,DS,Carolina Cougars,3470,7859,1942,2662,89,329,0,0,4309,1746,2243,0,1621,0,8971,3367,7650,2113,141,482,2913,0,0,4384,1588,2123,0,1671,0,8988,0,0,28,14,14,27,0,1,0,0,29,25,0,42,42,84,20260.0,Greensboro Coliseum,32767,CAR
1950,NPBL,DNN,DNN,,WE,2,0,,Denver Refiners,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704,0,0,12,2,3,14,3,0,0,0,0,0,0,18,16,34,,Denver Auditorium Arena,0,
2009,NBA,ORL,ORL,EC,SE,1,0,CF,Orlando Magic,3005,6394,1575,2176,841,2241,810,2736,3546,1615,1629,512,1155,456,8426,2955,6739,1380,522,1437,1830,800,2481,3281,1550,1819,551,1050,288,7812,0,0,0,0,0,0,0,0,0,0,0,0,94,59,23,0,,,0,
1973,ABA,NYA,NJN,,ED,1,0,AC,New York Nets,3855,8038,1397,1852,81,256,1334,2772,4106,2025,1979,828,1612,568,9188,3476,7809,1677,110,387,2261,1418,2698,4116,1858,1839,739,1701,329,8739,0,0,31,11,24,18,0,0,0,0,29,15,0,55,29,84,20285.0,Nassau Veterans Memorial Coliseum,32767,NYN
1983,NBA,HOU,HOU,WC,MW,6,12,,Houston Rockets,3729,7533,1583,2139,30,154,1200,2483,3683,2204,2317,621,1562,515,9071,3583,7412,2116,42,157,2803,1197,2458,3655,2023,1916,782,1421,426,9324,0,0,21,20,8,33,0,0,21,39,9,21,0,29,53,82,19755.0,The Summit,32767,HOU
2004,NBA,NOH,NOH,WC,SW,5,15,,New Orleans Hornets,2718,6556,1401,1830,415,1316,1019,2281,3300,1724,1883,550,1217,310,7252,2847,6299,1644,494,1346,2122,947,2485,3432,1742,1728,634,1168,452,7832,0,0,11,30,7,34,0,0,10,42,2,14,0,18,64,82,19930.0,New Orleans Arena,32767,NOH
1956,NBA,NYK,NYK,,ED,4,0,,New York Knicks,2569,6645,2117,2844,0,0,0,0,4723,1312,1824,0,0,0,7255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7265,539,442,19,12,11,20,6,4,0,0,15,21,0,36,36,72,17405.0,Madison Square Garden (III),32767,NYK
1972,NBA,SEA,SEA,WC,PC,4,8,,Seattle Supersonics,3447,7681,1606,2080,0,0,0,0,4161,1958,1877,0,0,0,8500,3678,8093,1628,0,0,2156,0,0,4158,2145,1875,0,0,0,8984,0,0,16,25,10,29,0,2,17,33,9,17,0,26,56,82,19780.0,Seattle Center Coliseum,32767,SEA
1973,NBA,POR,POR,WC,PC,5,9,,Portland Trail Blazers,3585,7684,1591,2112,0,0,1254,2598,3852,2106,2050,797,1823,341,8761,3664,7571,1825,0,0,2299,1197,2678,3875,2308,1961,866,1713,415,9153,0,0,22,19,5,34,0,2,18,32,13,13,0,27,55,82,19730.0,Memorial Coliseum,32767,POR
2003,NBA,DAL,DAL,WC,MW,3,5,C1,Dallas Mavericks,3322,7230,1475,1854,507,1456,1174,2538,3712,1963,1609,656,1000,437,8626,3133,6824,1462,534,1471,1960,1009,2562,3571,1937,1690,582,1242,382,8262,0,0,36,5,16,25,0,0,33,19,14,10,0,52,30,82,19805.0,American Airlines Center,32767,DAL
1947,PBLA,HMV,HMV,,SO,7,0,,Houston Mavericks,48,0,25,41,0,0,0,0,0,0,25,0,0,0,121,40,0,18,31,0,0,0,0,0,0,27,0,0,0,98,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,,Municipal Auditorium,0,
1945,NBL,INK,INJ,,WE,4,0,,Indianapolis Kautskys,595,0,294,0,0,0,0,0,0,0,0,0,0,0,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1593,0,0,4,11,6,11,0,0,0,0,0,0,0,10,22,32,,,0,INK
1987,NBA,LAC,LAC,WC,PC,6,12,,Los Angeles Clippers,3190,7194,1644,2305,79,317,1191,2350,3541,1885,1908,721,1534,520,8103,3513,7360,1799,124,363,2309,1241,2666,3907,2300,1912,842,1452,483,8949,0,0,14,27,3,38,0,0,13,47,7,23,0,17,65,82,19805.0,Los Angeles Memorial Sports Arena,32767,LAC
2008,NBA,DAL,DAL,WC,SW,3,6,CS,Dallas Mavericks,3128,6770,1516,1852,571,1632,909,2595,3504,1779,1600,590,1043,429,8343,3071,6752,1522,517,1379,1906,884,2509,3393,1611,1645,589,1064,334,8181,0,0,32,9,18,23,0,0,29,23,7,9,94,50,32,82,19805.0,American Airlines Center,32767,
1950,NBA,MNL,LAL,,WD,1,0,DF,Minneapolis Lakers,2084,5590,1464,1989,0,0,0,0,3409,1408,1801,0,0,0,5632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5264,205,0,29,3,12,21,3,0,0,0,24,12,0,44,24,68,16520.0,Minneapolis Auditorium,32767,MNL
1951,NBA,MNL,LAL,,WD,2,0,NC,Minneapolis Lakers,2106,5733,1436,1921,0,0,0,0,3543,1389,1763,0,0,0,5648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5250,396,0,21,5,13,19,6,2,0,0,24,12,0,40,26,66,16215.0,Minneapolis Auditorium,0,MNL
2002,NBA,TOR,TOR,EC,CD,7,14,,Toronto Raptors,2847,6664,1350,1879,409,1193,1023,2355,3378,1583,1761,609,1181,392,7453,3037,6592,1490,370,986,1964,976,2601,3577,1729,1702,604,1125,406,7934,0,0,15,26,9,32,0,0,18,36,10,18,0,24,58,82,19805.0,Air Canada Centre,32767,TOR
1985,NBA,PHO,PHO,WC,PC,3,9,,Phoenix Suns,3518,6993,1949,2683,38,183,1034,2449,3483,2272,2260,773,1763,379,9023,3569,7307,2041,89,279,2692,1137,2265,3402,2149,2216,841,1515,466,9268,0,0,23,18,9,32,0,0,25,35,16,14,0,32,50,82,19805.0,Arizona Veterans Memorial Coliseum,32767,PHO
2009,NBA,BOS,BOS,EC,AT,1,0,F,Boston Celtics,3039,6294,1559,2090,499,1433,716,2449,3165,1930,1816,701,1219,402,8136,2880,6390,1606,470,1375,2152,868,2418,3286,1585,1777,578,1283,386,7836,0,0,0,0,0,0,0,0,0,0,0,0,94,50,32,0,,,0,
1993,NBA,HOU,HOU,WC,MW,1,2,NC,Houston Rockets,3197,6733,1469,1978,429,1285,926,2619,3545,2087,1646,717,1338,485,8292,3152,7166,1377,257,841,1871,1138,2434,3572,1901,1743,767,1221,312,7938,0,0,35,6,23,18,0,0,38,16,15,11,0,58,24,82,19780.0,The Summit,32767,HOU
1980,NBA,CLE,CLE,EC,CD,5,9,,Cleveland Cavaliers,3556,7609,1486,1909,72,249,1258,2243,3501,2007,1995,632,1396,322,8670,3608,7174,1800,52,168,2395,1158,2499,3657,2166,1956,681,1474,454,9068,0,0,20,21,8,33,0,0,19,39,11,19,0,28,54,82,19780.0,Coliseum at Richfield,32767,CLE
1937,NBL,DYM,DYM,,WE,7,0,,Dayton Metropolitans,130,0,87,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,2,4,0,5,0,0,0,0,0,0,0,2,11,13,,,0,DYM
1977,NBA,KCK,SAC,WC,MW,5,10,,Kansas City Kings,3601,7731,1775,2262,0,0,1208,2632,3840,1992,2228,794,1690,370,8977,3564,7521,2004,0,0,2635,1232,2684,3916,1928,2088,796,1694,408,9132,0,0,22,19,9,32,0,0,15,25,11,9,0,31,51,82,19830.0,Kemper Arena,32767,KCK
2002,NBA,MIN,MIN,WC,MW,3,4,C1,Minnesota Timberwolves,3172,6809,1406,1826,296,804,959,2614,3573,2070,1704,553,1124,433,8046,3005,6873,1394,472,1362,1853,974,2444,3418,1871,1686,571,1116,405,7876,0,0,33,8,18,23,0,0,33,19,15,9,0,51,31,82,19805.0,Target Center,32767,MIN
1998,NBA,SAC,SAC,WC,PC,3,6,C1,Sacramento Kings,1918,4307,883,1293,290,943,706,1573,2279,1129,1016,444,842,232,5009,2009,4500,793,219,652,1113,750,1598,2348,1165,1102,490,790,221,5030,0,0,16,9,11,14,0,0,23,21,11,9,0,27,23,50,12200.0,ARCO Arena (II),32767,SAC
1994,NBA,HOU,HOU,WC,MW,3,6,NC,Houston Rockets,3159,6579,1527,2039,646,1757,880,2440,3320,2060,1714,721,1322,514,8491,3202,7061,1407,506,1345,1874,1165,2386,3551,1940,1779,744,1274,365,8317,0,0,25,16,22,19,0,0,27,27,13,13,0,47,35,82,19730.0,The Summit,32767,HOU
2003,NBA,SAS,SAS,WC,MW,2,3,CS,San Antonio Spurs,2842,6434,1409,2069,408,1140,1029,2669,3698,1676,1667,661,1203,537,7501,2613,6388,1372,311,951,1844,909,2459,3368,1419,1837,635,1254,380,6909,0,0,33,8,24,17,0,0,35,17,15,9,0,57,25,82,19755.0,SBC Center,32767,SAN
1974,NBA,GSW,GSW,WC,PC,1,1,NC,Golden State Warriors,3714,7981,1470,1915,0,0,1416,2854,4270,2076,2109,972,1716,365,8898,3481,7628,1666,0,0,2209,1185,2658,3843,2084,1855,794,1644,387,8628,0,0,31,10,17,24,0,0,28,18,19,11,0,48,34,82,19780.0,Oakland-Alameda County Coliseum Arena,32767,GSW
2011,NBA,ATL,ATL,EC,SE,2,0,C1,Atlanta Hawks,2429,5348,1025,1385,492,1330,652,2066,2718,1481,1178,536,921,303,6375,2380,5366,997,1324,391,1137,712,2079,2791,1354,1263,494,999,313,6148,0,0,0,0,0,0,0,0,0,0,0,0,0,40,26,0,,,0,
1981,NBA,KCK,SAC,WC,MW,4,9,,Kansas City Kings,3604,7284,1551,2158,26,130,1086,2276,3362,2056,2359,743,1507,402,8785,3493,6984,2005,48,158,2653,1171,2552,3723,1853,2136,707,1609,450,9039,0,0,23,18,7,34,0,0,22,38,11,19,0,30,52,82,19880.0,Kemper Arena,32767,KCK
1946,NBL,ROC,SAC,,EA,1,0,LC,Rochester Royals,1048,0,672,1004,0,0,0,0,0,0,0,0,0,0,2768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2485,0,0,19,3,12,10,0,0,0,0,0,0,0,31,13,44,,,0,ROC
1996,NBA,GSW,GSW,WC,PC,7,10,,Golden State Warriors,2997,6567,1696,2180,481,1363,1086,2259,3345,1822,1787,611,1410,359,8171,3199,6735,1578,581,1558,2103,1089,2272,3361,2159,1886,824,1288,395,8557,0,0,18,23,12,29,0,0,19,33,4,20,0,30,52,82,19905.0,San Jose Arena,32767,GSW
1998,NBA,SAS,SAS,WC,MW,1,1,NC,San Antonio Spurs,1740,3812,988,1415,172,521,614,1584,2198,1101,1010,421,759,351,4640,1631,4061,805,170,559,1148,696,1406,2102,941,1148,437,730,243,4237,0,0,21,4,16,9,0,0,33,11,17,4,0,37,13,50,12075.0,Alamodome,32767,SAN
1992,NBA,CHI,CHI,EC,CD,1,2,NC,Chicago Bulls,3475,7205,1431,1952,244,669,1290,2283,3573,2133,1804,783,1103,410,8625,3139,6622,1584,247,685,2033,1039,2265,3304,1918,1731,595,1372,357,8109,0,0,31,10,26,15,0,0,39,17,19,9,0,57,25,82,19830.0,Chicago Stadium,32767,CHI
1995,NBA,HOU,HOU,WC,MW,3,5,CS,Houston Rockets,3078,6638,1611,2106,637,1761,919,2455,3374,1982,1753,645,1245,476,8404,3178,6910,1423,482,1344,2012,1126,2499,3625,1945,1847,670,1224,400,8261,0,0,27,14,21,20,0,0,31,21,15,9,0,48,34,82,19805.0,The Summit,32767,HOU
1992,NBA,CHH,NOH,EC,CD,3,5,CS,Charlotte Hornets,3512,7210,1831,2374,175,537,1095,2508,3603,2161,1790,639,1325,473,9030,3634,7698,1548,234,753,2080,1350,2403,3753,2277,1923,599,1245,438,9050,0,0,22,19,22,19,0,0,29,27,12,16,0,44,38,82,19755.0,Charlotte Coliseum,32767,CHA
1997,NBA,NYK,NYK,EC,AT,2,7,CS,New York Knicks,2864,6413,1399,1812,382,1139,978,2434,3412,1787,1947,634,1247,278,7509,2624,6131,1728,331,1045,2304,854,2341,3195,1585,1705,653,1234,313,7307,0,0,28,13,15,26,0,0,27,27,13,11,0,43,39,82,19830.0,Madison Square Garden (IV),32767,NYK
1986,NBA,SEA,SEA,WC,PC,4,7,CF,Seattle Supersonics,3593,7451,1948,2571,191,571,1373,2395,3768,2184,2224,705,1509,450,9325,3514,7329,2166,93,324,2819,1236,2278,3514,2023,2027,731,1342,409,9287,0,0,25,16,14,27,0,0,32,28,15,15,0,39,43,82,19855.0,Seattle Center Coliseum,32767,SEA
1956,NBA,STL,ATL,,WD,1,0,F,St. Louis Hawks,2557,6669,1977,2710,0,0,0,0,4566,1454,1848,0,0,0,7091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7097,434,0,18,13,11,20,5,5,0,0,22,14,0,34,38,72,17380.0,Kiel Auditorium,32767,STL
1939,NBL,SHE,SHE,,WE,2,0,CF,Sheboygan Redskins,376,0,276,0,0,0,0,0,0,0,0,0,0,0,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072,0,0,11,3,4,10,0,0,0,0,0,0,0,15,13,28,,,0,SHE
1970,ABA,CAR,SSL,,ED,6,0,,Carolina Cougars,3823,8329,1851,2809,191,556,0,0,4222,1745,2172,0,1644,0,9688,3916,8379,2078,116,398,2765,0,0,4732,1757,2213,0,1839,0,10026,0,0,20,22,14,26,0,2,0,0,23,31,0,34,50,84,20305.0,Greensboro Coliseum,32767,CAR
1963,NBA,CIN,SAC,,ED,2,0,DF,Cincinnati Royals,3516,7761,2146,2828,0,0,0,0,5400,1916,2139,0,0,0,9178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8772,576,0,26,7,18,18,11,0,0,0,27,9,0,55,25,80,19225.0,Cincinnati Gardens,32767,CIN
2010,NBA,POR,POR,WC,NW,3,0,C1,Portland Trail Blazers,2951,6599,1476,1835,518,1503,996,2230,3226,1736,1585,660,1070,358,7896,2904,6218,1434,1869,529,1440,868,2385,3253,1573,1743,566,1286,339,7771,0,0,0,0,0,0,0,0,0,0,0,0,0,48,34,0,,,0,
1940,NBL,OSH,OSH,,,1,0,WC,Oshkosh All-Stars,372,0,268,0,0,0,0,0,0,0,0,0,0,0,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890,0,0,11,1,7,5,0,0,0,0,0,0,0,18,6,24,,,0,OSH
1991,NBA,UTA,UTA,WC,MW,1,2,CF,Utah Jazz,3379,6866,1961,2490,158,458,1097,2543,3640,2188,1746,715,1264,448,8877,3292,7178,1535,234,695,2056,1146,2255,3401,1925,1958,646,1205,458,8353,0,0,37,4,18,23,0,0,37,17,20,6,0,55,27,82,19880.0,Delta Center,32767,UTA
2002,NBA,CHI,CHI,EC,CD,6,12,,Chicago Bulls,2991,6714,1455,2014,349,997,985,2541,3526,1782,2028,605,1388,461,7786,2991,6817,1794,431,1333,2394,1117,2572,3689,1949,1796,769,1208,413,8207,0,0,27,14,3,38,0,0,22,32,12,16,0,30,52,82,19930.0,United Center,32767,CHI
1957,NBA,STL,ATL,,WD,1,0,NC,St. Louis Hawks,2779,7162,2180,3047,0,0,0,0,5445,1541,1875,0,0,0,7738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7643,746,0,23,8,9,19,9,4,0,0,24,12,0,41,31,72,17330.0,Kiel Auditorium,32767,STL
1991,NBA,DET,DET,EC,CD,3,5,C1,Detroit Pistons,3191,6867,1566,2108,165,526,1210,2421,3631,1899,1646,546,1212,357,8113,3157,6973,1421,211,625,1866,1115,2255,3370,1894,1916,642,1117,373,7946,0,0,25,16,23,18,0,0,31,25,15,13,0,48,34,82,19780.0,The Palace of Auburn Hills,32767,DET
1946,NBL,CHG,CHG,,WE,3,0,WC,Chicago American Gears,987,0,595,886,0,0,0,0,0,0,0,0,0,0,2569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2389,0,0,15,7,11,11,0,0,0,0,0,0,0,26,18,44,,,0,CHG
2006,NBA,POR,POR,WC,NW,3,12,,Portland Trail Blazers,2874,6392,1543,2006,426,1232,923,2299,3222,1513,1931,555,1236,380,7717,2962,6292,1678,467,1293,2157,850,2347,3197,1703,1750,539,1127,380,8069,0,0,18,23,14,27,0,0,19,33,7,9,0,32,50,82,19955.0,Rose Garden Arena,32767,
2009,NBA,DET,DET,EC,CD,5,0,,Detroit Pistons,2940,6602,1455,1998,374,1190,1053,2242,3295,1591,1822,596,1100,313,7709,2965,6172,1630,568,1514,2124,814,2420,3234,1898,1702,549,1175,401,8128,0,0,0,0,0,0,0,0,0,0,0,0,91,27,55,0,,,0,
1943,NBL,FTW,DET,,,1,0,WC,Fort Wayne Zollner Pistons,397,0,245,0,0,0,0,0,0,0,0,0,0,0,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906,0,0,9,2,9,2,0,0,0,0,0,0,0,18,4,22,,,0,FWZ
1981,NBA,DEN,DEN,WC,MW,2,4,C1,Denver Nuggets,3980,7656,2371,2978,40,149,1149,2443,3592,2272,2131,664,1470,368,10371,4265,8142,1734,64,227,2354,1358,2459,3817,2516,2453,749,1476,569,10328,0,0,29,12,17,24,0,0,34,26,19,11,0,46,36,82,19830.0,McNichols Sports Arena,32767,DEN
1999,NBA,SAS,SAS,WC,MW,2,4,C1,San Antonio Spurs,2952,6393,1652,2214,330,882,927,2666,3593,1819,1716,614,1233,551,7886,2884,6781,1276,355,1036,1726,986,2410,3396,1667,1893,645,1181,429,7399,0,0,31,10,22,19,0,0,33,19,16,8,0,53,29,82,19855.0,Alamodome,32767,SAN
1972,NBA,NYK,NYK,EC,AT,2,2,NC,New York Knicks,3627,7764,1356,1739,0,0,0,0,3882,2187,1775,0,0,0,8610,3291,7561,1471,0,0,1961,0,0,4100,1714,1781,0,0,0,8053,0,0,35,6,21,18,1,1,33,13,16,6,0,57,25,82,19730.0,Madison Square Garden (IV),32767,NYK
2008,NBA,NJN,NJN,EC,AT,3,11,,New Jersey Nets,2925,6536,1542,1980,652,1735,850,2415,3265,1636,1838,559,1075,391,8044,2953,6385,1738,600,1536,2281,872,2523,3395,1793,1680,567,1103,393,8244,0,0,19,22,15,26,0,0,23,29,8,8,92,34,48,82,19830.0,Izod Center,32767,
1946,NBL,DTG,LAL,,WE,6,0,,Detroit Gems,825,0,488,836,0,0,0,0,0,0,0,0,0,0,2138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2773,0,0,4,18,0,22,0,0,0,0,0,0,0,4,40,44,,,0,DTG
1990,NBA,UTA,UTA,WC,MW,2,5,CS,Utah Jazz,3214,6537,1951,2472,148,458,867,2474,3341,2217,1796,652,1305,451,8527,3217,7011,1615,205,667,2090,1101,2278,3379,1858,1995,686,1254,409,8254,0,0,36,5,18,23,0,0,38,18,21,7,0,54,28,82,19780.0,Salt Palace,32767,UTA
1949,NBA,FTW,DET,,CD,3,0,DF,Fort Wayne Pistons,1878,5901,1634,2331,0,0,0,0,0,1364,2065,0,0,0,5390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5297,0,0,28,6,12,22,0,0,0,0,14,10,0,40,28,68,16570.0,North Side High School Gym,0,FWP
