playerid,year,stint,tmid,w,l,sa,ga
toskave01,2009,1,TOR,1,1,4,2
halakja01,2007,1,MTL,0,1,3,1
clemmsc01,2007,1,TOR,1,0,3,1
wardca01,2005,1,CAR,1,0,3,0
hedbejo01,2007,1,ATL,5,3,31,7
hackema01,2011,1,MIN,1,0,5,2
bishobe01,2008,1,STL,0,1,4,2
rolosdw01,2008,1,EDM,4,4,24,5
poulike01,2010,1,NYI,0,1,3,2
osgooch01,2005,1,DET,2,1,8,2
legacma01,2009,1,CAR,2,2,16,4
hedbejo01,2010,1,NJD,2,1,11,3
ersbeer01,2008,1,LAK,1,4,20,8
holtbbr01,2011,1,WAS,0,1,4,2
hardijo01,2009,1,MIN,2,0,10,1
