awardid,yearid,lgid,playerid,pointswon,pointsmax,votesfirst
Cy Young,1973,NL,suttodo01,7,120,0.0
MVP,1998,NL,olerujo01,38,448,0.0
MVP,1993,AL,vaughmo01,8,392,0.0
MVP,1968,AL,harreke01,103,280,0.0
MVP,1982,NL,matthga01,2,336,0.0
Cy Young,2006,AL,santajo01,140,140,28.0
MVP,1964,AL,allisbo01,5,280,0.0
MVP,1939,NL,freylo01,8,336,0.0
MVP,1933,AL,myerbu01,5,80,0.0
MVP,1962,NL,howarfr01,32,280,0.0
Rookie of the Year,1985,AL,higuete01,67,140,9.0
MVP,1925,AL,rommeed01,7,64,0.0
MVP,1989,AL,puckeki01,84,392,0.0
Rookie of the Year,1983,NL,tunnele01,1,120,0.0
MVP,1936,NL,hartnga01,6,80,0.0
MVP,1943,AL,smithal03,19,336,0.0
MVP,1964,AL,howarel01,124,280,0.0
Cy Young,2004,AL,riverma01,27,140,0.0
Rookie of the Year,1953,AL,umphlto01,1,24,1.0
MVP,1950,AL,houttar01,6,336,0.0
MVP,1953,AL,piersji01,56,336,0.0
MVP,1953,NL,camparo01,297,336,17.0
MVP,2001,NL,bondsba01,438,448,30.0
MVP,1965,AL,richabo01,6,280,0.0
Cy Young,1996,AL,hillke01,1,140,0.0
MVP,1938,NL,coffmdi01,6,336,0.0
MVP,1913,AL,wagnehe01,6,64,0.0
Rookie of the Year,1982,AL,vandeed01,9,140,0.0
MVP,1932,NL,friscfr01,3,80,0.0
MVP,1959,NL,mayswi01,85,336,0.0
Rookie of the Year,1947,ML,baumhfr01,42,165,
Rookie of the Year,1959,AL,perryji01,5,24,5.0
MVP,1945,AL,stephve01,94,336,0.0
MVP,1973,NL,johnsda02,34,336,0.0
MVP,1989,NL,davisma01,76,336,0.0
MVP,1997,NL,aloumo01,60,392,0.0
MVP,1985,NL,tudorjo01,61,336,0.0
MVP,1994,AL,puckeki01,100,392,0.0
MVP,1953,NL,matheed01,216,336,3.0
MVP,2007,AL,hunteto01,5,392,0.0
MVP,1980,NL,garvest01,131,336,0.0
MVP,1998,AL,rodrial01,92,392,0.0
MVP,2003,NL,leede02,3,448,0.0
MVP,1936,NL,lombaer01,1,80,0.0
MVP,1938,NL,warnelo01,1,336,0.0
MVP,1973,AL,hunteca01,47,336,0.0
Cy Young,1972,AL,ryanno01,2,120,0.0
MVP,1995,NL,bellde01,12,392,0.0
MVP,1994,NL,aloumo01,183,392,0.0
MVP,1964,AL,stottme01,4,280,0.0
MVP,1988,NL,myersra01,3,336,0.0
MVP,1937,AL,moseswa01,12,80,0.0
MVP,1973,AL,robinfr02,21,336,0.0
MVP,1997,AL,thomeji01,89,392,0.0
MVP,1935,AL,whitejo02,4,80,0.0
MVP,1967,NL,hughedi01,10,280,0.0
Rookie of the Year,1984,NL,goodedw01,118,120,23.0
MVP,1956,NL,maglisa01,183,336,4.0
MVP,1941,AL,gordojo01,60,336,0.0
MVP,1922,AL,seweljo01,4,64,0.0
MVP,1946,NL,lowrepe01,2,336,0.0
MVP,1960,NL,pinsova01,6,336,0.0
MVP,1972,NL,marshmi01,22,336,0.0
MVP,1934,NL,hartnga01,9,80,0.0
MVP,1933,AL,dickebi01,9,80,0.0
MVP,1954,NL,mayswi01,283,336,16.0
MVP,1999,NL,guerrvl01,34,448,0.0
MVP,1982,NL,knighra01,1,336,0.0
MVP,1968,NL,gibsobo01,242,280,14.0
MVP,2004,NL,dunnad01,2,448,0.0
Rookie of the Year,1984,AL,teufeti01,5,140,0.0
MVP,2001,NL,klinest02,1,448,0.0
MVP,1924,NL,hartnga01,5,80,0.0
Rookie of the Year,1964,AL,bunkewa01,1,20,1.0
MVP,1948,NL,sainjo01,223,336,5.0
MVP,1961,AL,schilch01,4,280,0.0
MVP,1957,AL,piercbi02,35,336,0.0
Rookie of the Year,2002,NL,priorma01,3,160,0.0
MVP,1992,NL,walkela01,111,336,0.0
MVP,1957,AL,kalinal01,40,336,0.0
Cy Young,1999,AL,moyerja01,3,140,0.0
MVP,1999,AL,delgaca01,16,392,0.0
MVP,2003,AL,posadjo01,194,392,5.0
MVP,1945,AL,heathje01,10,336,0.0
MVP,1934,NL,friscfr01,4,80,0.0
Cy Young,2007,NL,valvejo01,2,160,0.0
Rookie of the Year,1954,AL,grimbo01,15,24,15.0
MVP,1941,AL,wrighta01,2,336,0.0
MVP,1978,NL,cabelen01,2,336,0.0
MVP,2003,NL,schmija01,7,448,0.0
Rookie of the Year,1987,AL,nokesma01,32,140,0.0
MVP,1999,AL,vizquom01,3,392,0.0
MVP,2012,NL,molinya01,241,448,1.0
MVP,1989,AL,ryanno01,2,392,0.0
Cy Young,1984,AL,hernawi01,88,140,12.0
MVP,1982,AL,yountro01,385,392,27.0
Cy Young,1981,NL,ryanno01,28,120,3.0
MVP,1938,AL,allenjo02,3,336,0.0
MVP,1990,AL,griffke02,7,392,0.0
MVP,1961,AL,donovdi01,5,280,0.0
MVP,1968,NL,koosmje01,14,280,0.0
Rookie of the Year,1989,AL,abbotji01,10,140,0.0
MVP,1964,NL,amaroru01,5,280,0.0
MVP,1970,NL,giustda01,72,336,0.0
MVP,1992,NL,vanslan01,145,336,0.0
MVP,1970,NL,gibsobo01,110,336,0.0
Rookie of the Year,1990,AL,mcdonbe01,2,140,0.0
Cy Young,1991,NL,glavito02,110,120,19.0
MVP,1982,AL,downibr01,22,392,0.0
MVP,1912,AL,woodjo02,22,64,
MVP,2011,NL,reyesjo01,31,448,0.0
MVP,1925,NL,wrighgl01,43,80,
MVP,1940,AL,gordojo01,3,336,0.0
MVP,1962,AL,siebeno01,53,280,0.0
MVP,1948,NL,hodgegi01,1,336,0.0
MVP,2004,AL,kotsama01,8,392,0.0
MVP,1996,NL,jordabr01,69,392,0.0
MVP,1961,NL,torrejo01,2,224,0.0
MVP,1972,AL,hunteca01,57,336,0.0
MVP,1989,NL,mitchke01,314,336,20.0
MVP,1924,NL,pinelba01,7,80,0.0
MVP,2009,AL,sabatcc01,4,392,0.0
MVP,1960,AL,wertzvi01,22,336,0.0
MVP,1992,AL,gonzaju03,15,392,0.0
MVP,1952,AL,dobyla01,46,336,0.0
MVP,2008,NL,lidgebr01,104,448,2.0
MVP,1987,AL,tartada01,10,392,0.0
Rookie of the Year,1997,NL,loiseri01,22,140,0.0
MVP,1988,AL,fernato01,1,392,0.0
MVP,1988,AL,molitpa01,50,392,0.0
Cy Young,2005,AL,riverma01,68,140,8.0
MVP,1994,NL,walkela01,23,392,0.0
MVP,1991,NL,smilejo01,5,336,0.0
MVP,1948,AL,dimagdo01,3,336,0.0
MVP,1992,AL,winfida01,141,392,2.0
MVP,1956,NL,mcmilro01,96,336,3.0
MVP,1994,NL,piazzmi01,121,392,0.0
MVP,2008,AL,penaca01,44,392,0.0
MVP,2005,NL,floydcl01,4,448,0.0
Cy Young,1973,NL,normafr01,3,120,0.0
MVP,1956,NL,burdele01,8,336,0.0
MVP,2004,AL,ramirma02,238,392,1.0
MVP,1975,AL,campabe01,6,336,0.0
MVP,1978,AL,munsoth01,9,392,0.0
MVP,1986,NL,schmimi01,287,336,15.0
MVP,2001,NL,aurilri01,20,448,0.0
MVP,1994,NL,willima04,281,392,0.0
MVP,1936,AL,bellbe01,10,80,
MVP,1945,AL,ferrida01,148,336,2.0
MVP,1976,AL,littema01,5,336,0.0
MVP,2005,NL,jonesan01,351,448,13.0
MVP,1956,NL,robinja02,17,336,0.0
Cy Young,2001,AL,mussimi01,2,140,0.0
MVP,2007,NL,pujolal01,50,448,0.0
MVP,1948,AL,brisslo01,5,336,0.0
Rookie of the Year,1977,AL,murraed02,12,28,12.0
MVP,2003,AL,wellsve01,84,392,1.0
Rookie of the Year,1994,AL,ramirma02,44,140,0.0
Rookie of the Year,2005,AL,kazmisc01,1,140,0.0
Cy Young,1975,AL,hunteca01,74,120,7.0
MVP,1975,AL,palmeji01,82,336,0.0
Rookie of the Year,1960,NL,herrepa01,4,24,4.0
MVP,1947,AL,mccahbi01,4,336,0.0
MVP,1966,NL,shawbo01,1,280,0.0
Cy Young,1997,NL,kileda01,7,140,0.0
MVP,1939,AL,ruffire01,116,336,0.0
MVP,1988,AL,greenmi01,242,392,0.0
MVP,1923,AL,ruelmu01,7,64,0.0
MVP,2012,AL,verlaju01,58,392,0.0
Rookie of the Year,1995,NL,verasqu01,14,140,0.0
MVP,1948,NL,darkal01,174,336,1.0
MVP,1961,AL,richabo01,1,280,0.0
Rookie of the Year,1977,AL,willsbu01,4,28,4.0
MVP,1982,NL,clarkja01,53,336,0.0
MVP,1995,NL,coninje01,1,392,0.0
MVP,1940,AL,hudsosi01,16,336,0.0
MVP,1935,NL,colliri02,2,80,0.0
MVP,1955,NL,frienbo01,10,336,0.0
MVP,1987,AL,gaettga01,47,392,0.0
MVP,2005,NL,edmonji01,4,448,0.0
MVP,1995,AL,johnsra05,111,392,0.0
MVP,2003,AL,tejadmi01,49,392,1.0
MVP,1928,AL,lazzeto01,27,64,
MVP,1961,NL,brosnji01,3,224,0.0
MVP,2008,NL,sabatcc01,121,448,0.0
MVP,1933,AL,gehrich01,32,80,0.0
MVP,1984,NL,dernibo01,6,336,0.0
MVP,1953,AL,portebo01,64,336,0.0
MVP,1969,NL,alouma01,6,336,0.0
Cy Young,1993,NL,swiftbi02,61,140,2.0
MVP,2006,AL,sizemgr01,24,392,0.0
MVP,1973,AL,jacksre01,336,336,24.0
Cy Young,2007,AL,hallaro01,1,140,0.0
MVP,1936,AL,gehrilo01,73,80,
MVP,1924,NL,youngro01,35,80,
MVP,2009,NL,hollima01,15,448,0.0
MVP,1984,AL,thornan01,5,392,0.0
MVP,1983,AL,luzingr01,9,392,0.0
MVP,1945,NL,barrejo01,8,336,0.0
MVP,1982,NL,murphda05,283,336,14.0
MVP,1926,AL,burnsge02,63,64,
MVP,1999,NL,willima04,269,448,2.0
Cy Young,1983,NL,hollaal01,4,120,0.0
Cy Young,1972,NL,gibsobo01,3,120,0.0
MVP,1940,NL,rizzojo01,3,336,0.0
MVP,1958,AL,mantlmi01,127,336,0.0
MVP,1993,NL,beckro01,23,392,0.0
MVP,1949,NL,raffeke01,8,336,0.0
MVP,2004,NL,smoltjo01,6,448,0.0
MVP,1978,NL,boonebo01,1,336,0.0
Rookie of the Year,2005,NL,vargaja01,1,160,0.0
MVP,1911,NL,schulfr01,29,64,
Cy Young,1998,AL,wellsda01,31,140,0.0
MVP,1956,AL,kucksjo01,2,336,0.0
MVP,2005,AL,figgich01,6,392,0.0
MVP,1982,AL,quiseda01,39,392,0.0
MVP,1937,NL,bartedi01,26,80,1.0
MVP,1959,NL,mccovwi01,1,336,0.0
MVP,1998,NL,lopezja01,1,448,0.0
MVP,1970,NL,johnsde01,4,336,0.0
MVP,1944,AL,doerrbo01,75,336,0.0
MVP,1926,AL,heilmha01,16,64,
MVP,1979,AL,coopece01,4,392,0.0
Rookie of the Year,1982,AL,gaettga01,4,140,0.0
MVP,1959,AL,shawbo01,8,336,0.0
MVP,1938,AL,foxxji01,305,336,19.0
MVP,1956,NL,aaronha01,146,336,0.0
Rookie of the Year,2005,NL,atkinga01,17,160,1.0
MVP,1998,AL,frymatr01,2,392,0.0
Rookie of the Year,2002,NL,foggjo01,3,160,0.0
MVP,1970,AL,smithre06,3,336,0.0
MVP,1922,AL,johnswa01,5,64,0.0
MVP,1957,AL,shantbo01,1,336,0.0
MVP,2001,NL,sosasa01,278,448,2.0
Cy Young,1974,NL,carrocl02,2,120,0.0
MVP,1934,NL,hermaba01,4,80,0.0
Cy Young,1978,AL,stanlbo01,1,140,0.0
MVP,1963,NL,tayloto02,10,280,0.0
MVP,1933,NL,kleinch01,48,80,
MVP,1971,AL,woodwi01,54,336,0.0
Rookie of the Year,1976,NL,cruzhe01,2,24,2.0
MVP,2001,AL,hunteto01,2,392,0.0
Cy Young,1957,ML,spahnwa01,15,16,15.0
Rookie of the Year,1996,AL,batisto01,1,140,0.0
MVP,1994,NL,saberbr01,1,392,0.0
